$k_{\rm{s}}$,$k_{\rm{c}}$,$h_{\rm{b}}$,$r_{\rm{b}}$,$l_{\rm{c}}$,$A$,$\omega$,$e_{\rm{v}}$
1.481009e-02,2.091576e-01,3.193038e-01,1.124037e+01,9.388596e+00,9.135648e-23,4.042518e-04,7.015392e-04
3.632810e-02,1.450970e-01,1.428567e-01,1.757455e+01,2.381461e+01,6.287990e-23,3.221018e-04,2.893208e-04
3.914316e-02,1.294276e-01,9.130140e-02,1.191024e+01,4.477644e+00,8.919317e-23,3.084887e-04,4.893460e-04
7.075135e-02,2.621268e-01,1.172338e-01,1.442298e+01,7.879744e+00,8.197530e-23,2.037666e-04,6.129856e-04
4.175512e-03,2.904776e-01,1.008594e-01,2.169071e+01,1.073242e+01,7.751683e-23,2.251915e-04,7.334434e-04
1.068663e-03,2.827186e-01,2.837048e-01,3.315676e+01,1.362186e+01,6.758154e-23,2.580723e-04,8.018222e-04
5.816521e-03,2.543278e-01,2.596938e-01,2.559367e+01,3.437469e+00,6.852201e-23,4.546780e-04,9.636230e-04
1.822682e-02,2.351569e-01,9.080060e-01,7.323719e+01,1.132880e+00,5.019904e-23,4.824991e-04,6.244892e-04
9.510622e-03,1.619229e-01,8.241526e-01,3.267986e+01,3.693406e+00,4.155433e-23,6.902977e-04,6.319380e-04
3.813804e-03,2.820030e-01,1.954542e-01,2.019196e+01,1.622544e+00,7.920542e-23,4.596972e-04,2.546823e-04
1.003646e-03,3.851787e-01,2.575414e-01,2.880417e+01,2.536982e+00,5.679508e-23,3.796933e-04,6.857534e-04
7.280528e-03,2.149292e-01,4.634374e-01,6.979852e+01,9.225752e+00,3.331798e-23,2.651766e-04,8.747319e-04
6.836596e-03,1.705758e-01,5.904704e-01,1.641524e+01,1.375263e+01,4.669186e-23,3.870557e-04,4.704145e-04
2.314470e-02,1.075129e-01,9.946399e-01,3.071520e+01,4.918720e+01,8.740144e-23,2.875910e-04,1.771565e-04
1.293440e-02,1.686315e-01,5.230427e-01,1.425526e+01,7.062658e+01,6.490189e-23,1.569727e-03,3.804448e-04
6.332420e-02,1.182973e-01,6.385409e-01,1.419445e+01,1.167395e+01,9.189592e-23,1.775675e-03,2.372672e-04
2.277193e-02,1.605102e-01,7.048641e-01,2.074848e+01,1.079113e+01,6.458421e-23,1.043101e-03,3.360642e-04
9.174972e-03,1.863443e-01,6.899943e-01,1.975665e+01,4.028119e+00,5.345192e-23,1.242734e-03,1.208106e-04
7.395296e-02,2.822877e-01,3.990894e-01,1.508247e+01,9.119701e+00,8.433222e-23,1.210222e-03,1.954636e-04
4.456475e-02,2.653104e-01,1.491480e-01,2.087479e+01,1.103218e+00,7.447756e-23,9.380504e-04,1.641503e-04
8.521693e-02,3.079610e-01,2.887162e-01,2.129259e+01,8.353831e+00,9.809730e-23,5.073979e-04,2.170915e-04
2.911695e-03,2.987278e-01,4.679166e-01,1.276224e+01,2.677139e+00,9.832169e-23,2.038029e-04,5.963575e-04
7.522966e-03,1.963579e-01,7.964082e-01,1.866426e+01,1.857031e+00,7.977859e-23,6.517979e-04,3.075789e-04
3.725674e-03,1.956261e-01,2.620065e-01,1.912891e+01,5.361012e+00,6.690222e-23,7.654307e-04,3.633265e-04
2.062966e-02,1.704024e-01,2.689655e-01,2.170019e+01,3.077076e+00,7.550386e-23,6.483650e-04,3.216969e-04
3.878309e-02,2.190468e-01,5.929757e-01,5.294211e+01,1.746156e+01,4.218973e-23,3.926878e-04,8.924566e-04
7.052385e-02,2.304575e-01,8.527446e-01,5.613894e+01,2.004752e+01,8.371570e-23,7.402073e-04,8.575453e-04
4.187773e-03,1.325428e-01,2.923071e-01,2.086283e+01,5.217953e+01,8.864124e-23,1.493022e-03,6.029570e-04
1.939660e-02,1.599876e-01,9.576433e-02,1.065503e+01,1.496326e+01,3.945992e-23,4.484648e-04,5.990641e-04
2.799991e-02,1.196206e-01,7.029862e-01,1.129161e+01,9.586072e+01,8.797099e-23,2.080098e-04,9.848332e-04
2.858271e-02,1.463825e-01,9.096419e-02,1.438401e+01,1.578754e+01,7.837420e-23,5.770376e-04,5.234860e-04
8.991494e-02,3.373878e-01,2.669528e-01,1.305429e+01,1.444188e+01,7.206704e-23,1.860822e-03,1.492124e-04
1.490900e-02,1.417592e-01,2.522333e-01,1.377243e+01,5.069641e+01,7.425799e-23,8.574399e-04,2.126525e-04
3.116099e-02,2.352165e-01,2.998046e-01,1.588278e+01,5.833760e+00,9.977372e-23,9.189284e-04,2.348374e-04
1.802302e-02,1.864656e-01,3.261522e-01,1.551405e+01,1.262444e+01,9.135706e-23,6.539647e-04,4.735961e-04
6.631241e-02,1.507422e-01,1.714797e-01,1.661456e+01,9.922247e+01,9.355281e-23,8.974749e-04,1.480618e-04
9.154039e-02,3.679334e-01,4.000215e-01,1.269595e+01,9.494698e+00,9.909741e-23,1.996287e-03,1.942412e-04
9.409139e-02,2.615161e-01,6.527449e-02,2.180915e+01,1.195511e+00,6.833714e-23,1.043173e-03,3.678517e-04
5.513203e-03,2.878098e-01,1.982224e-01,1.759627e+01,1.576955e+00,9.052392e-23,1.757882e-03,3.169426e-04
4.005874e-03,2.578144e-01,1.483434e-01,2.994396e+01,5.264640e+00,6.743454e-23,6.327948e-04,6.265487e-04
2.044341e-03,4.422275e-01,1.136227e-01,1.998079e+01,4.126700e+00,8.868305e-23,1.748574e-03,9.092493e-04
3.827871e-02,1.890936e-01,2.207710e-01,6.257670e+01,3.463476e+00,7.555389e-23,4.117869e-04,6.742310e-04
4.549337e-02,2.249754e-01,2.032722e-01,5.754521e+01,9.178704e+00,9.953620e-23,4.819792e-04,7.280498e-04
3.162156e-02,3.564876e-01,8.680585e-02,8.544390e+01,1.150712e+01,5.569076e-23,8.113685e-04,9.447791e-04
1.001296e-02,2.701807e-01,1.312112e-01,3.772208e+01,4.653741e+00,9.359661e-23,3.794057e-04,5.675684e-04
3.854979e-03,2.441196e-01,5.800772e-01,1.376592e+01,1.405592e+00,8.722208e-23,5.702203e-04,5.152025e-04
3.440468e-02,5.679728e-01,9.505428e-01,1.372340e+01,7.886181e+00,7.595707e-23,2.521297e-04,7.387798e-04
5.591646e-03,3.348834e-01,6.914498e-01,2.172042e+01,2.677631e+00,7.138060e-23,2.507220e-04,4.149863e-04
2.001519e-03,2.705082e-01,3.129198e-01,1.961872e+01,1.631632e+00,9.725447e-23,2.923833e-04,2.941535e-04
4.219725e-03,1.461490e-01,1.781430e-01,1.071781e+01,3.714172e+00,4.826764e-23,1.366699e-03,3.036894e-04
5.608745e-02,2.635078e-01,4.284516e-01,2.006815e+01,4.835767e+00,5.497416e-23,1.587421e-03,2.004566e-04
1.750450e-02,1.336366e-01,7.507723e-01,1.484211e+01,3.304837e+01,7.529338e-23,6.364879e-04,2.435749e-04
2.010381e-02,3.589112e-01,2.999917e-01,1.372736e+01,4.451693e+00,9.606161e-23,2.107369e-04,1.461050e-04
5.417168e-03,1.262433e-01,1.635485e-01,1.055422e+01,1.092685e+01,7.560930e-23,2.461657e-04,1.891860e-04
2.345894e-02,1.307085e-01,2.432021e-01,1.553344e+01,5.978952e+01,6.625975e-23,4.893615e-04,3.338772e-04
6.966859e-03,2.280262e-01,1.849014e-01,1.357796e+01,3.681773e+00,5.899132e-23,6.520055e-04,4.028581e-04
8.835322e-03,4.567555e-01,7.622248e-01,1.563351e+01,6.760120e+00,9.809015e-23,3.643368e-04,3.438123e-04
6.727609e-03,2.196774e-01,4.346902e-01,1.972877e+01,2.789929e+00,8.017042e-23,1.090402e-03,5.241191e-04
1.747110e-02,2.422275e-01,2.523321e-01,3.740569e+01,1.215572e+00,5.523495e-23,1.606155e-03,3.463672e-04
2.243731e-02,2.178586e-01,4.885184e-01,2.695940e+01,2.458770e+00,9.110616e-23,1.483932e-03,4.052251e-04
1.924548e-02,1.680684e-01,6.264749e-01,1.368323e+01,3.949181e+00,6.257616e-23,1.223698e-03,1.514146e-04
2.083152e-02,1.585003e-01,2.281423e-01,1.289136e+01,1.651322e+01,6.739000e-23,1.458201e-03,1.885998e-04
1.661705e-02,1.282236e-01,3.080427e-01,1.281689e+01,3.326077e+01,9.712436e-23,1.792167e-03,5.195161e-04
2.475835e-02,1.561631e-01,4.189123e-01,2.672089e+01,6.613852e+00,8.693951e-23,1.024325e-03,4.226405e-04
1.957411e-02,2.451639e-01,1.293089e-01,1.710140e+01,2.071212e+00,7.680968e-23,2.089158e-04,5.280955e-04
1.489209e-02,1.175878e-01,1.569615e-01,1.079635e+01,4.343187e+01,5.799550e-23,2.606333e-04,4.382526e-04
2.077803e-02,2.374710e-01,1.749496e-01,1.972270e+01,7.903087e+00,8.164076e-23,2.168820e-04,6.397598e-04
3.758239e-02,2.588281e-01,3.858921e-01,1.828396e+01,2.591671e+00,9.111707e-23,2.196419e-04,6.264086e-04
1.523891e-02,1.933140e-01,9.921523e-02,1.182800e+01,4.504865e+00,8.593614e-23,2.393288e-04,6.314592e-04
4.477828e-02,1.968359e-01,3.772567e-01,1.254285e+01,9.220259e+00,9.084525e-23,1.165501e-03,1.219206e-04
2.663415e-02,2.660593e-01,1.726396e-01,1.289387e+01,4.332417e+00,9.854907e-23,3.335333e-04,1.169771e-04
1.684420e-03,2.062488e-01,2.170359e-01,1.227230e+01,1.624536e+01,7.926003e-23,6.348034e-04,4.585909e-04
2.725396e-02,1.784903e-01,3.446164e-01,1.732115e+01,6.216866e+00,5.482717e-23,3.031060e-04,6.668320e-04
1.214586e-02,2.119802e-01,2.492423e-01,1.539890e+01,1.171118e+01,8.523736e-23,1.003729e-03,4.901812e-04
4.026206e-02,2.136382e-01,1.972568e-01,2.103069e+01,8.845772e+00,9.116111e-23,9.825478e-04,2.870133e-04
4.952507e-03,2.198653e-01,5.870108e-02,2.716346e+01,5.002019e+01,8.924831e-23,4.327494e-04,6.226765e-04
3.298057e-03,3.686216e-01,9.987297e-01,4.128071e+01,6.747071e+00,9.412077e-23,2.445289e-04,6.780467e-04
3.753954e-03,1.272101e-01,8.824373e-01,1.045874e+01,4.722991e+00,9.021645e-23,4.010122e-04,6.860160e-04
1.746466e-03,2.122468e-01,4.119331e-01,1.344102e+01,3.268922e+01,7.114720e-23,8.990846e-04,5.549974e-04
4.332076e-03,2.004812e-01,6.923338e-01,1.990453e+01,1.321747e+01,8.378172e-23,1.431587e-03,7.412731e-04
2.907536e-02,1.114812e-01,7.219171e-01,1.191778e+01,2.604864e+00,8.315792e-23,6.721596e-04,3.256368e-04
2.901968e-02,2.487623e-01,8.592213e-01,1.338485e+01,9.381118e+00,6.740984e-23,3.400001e-04,6.173167e-04
6.191036e-02,2.762406e-01,5.614361e-02,1.861292e+01,2.024994e+01,5.466896e-23,3.072817e-04,6.351821e-04
4.055744e-02,2.896101e-01,1.403833e-01,1.058592e+01,8.967087e+00,6.583418e-23,3.685218e-04,5.627697e-04
4.515310e-02,1.547300e-01,1.655268e-01,1.394528e+01,2.828829e+00,8.443078e-23,4.781035e-04,3.789847e-04
3.347034e-03,1.761060e-01,3.562198e-01,1.136982e+01,1.044343e+00,9.834829e-23,1.905737e-03,3.990226e-04
1.554031e-02,2.194260e-01,4.038023e-01,1.818667e+01,2.681699e+01,8.130878e-23,1.945134e-03,3.080236e-04
8.164911e-02,5.150362e-01,6.832736e-01,1.850903e+01,1.847510e+00,9.728989e-23,1.714801e-03,2.932234e-04
2.424063e-02,2.497209e-01,1.904128e-01,1.632167e+01,7.972197e+00,7.919322e-23,6.264014e-04,7.971659e-04
2.865212e-02,3.411159e-01,2.224264e-01,1.665720e+01,2.570696e+00,9.844753e-23,1.691421e-03,5.117752e-04
4.571236e-02,4.466618e-01,1.690639e-01,3.378964e+01,1.123967e+00,8.752835e-23,1.894441e-03,5.124755e-04
3.933173e-02,2.052283e-01,7.186201e-02,1.090637e+01,1.899756e+01,6.025056e-23,4.135560e-04,7.047837e-04
1.303091e-02,2.384342e-01,1.648925e-01,2.742069e+01,1.577419e+00,4.839730e-23,1.208635e-03,7.366223e-04
1.675750e-02,2.102746e-01,1.391269e-01,1.385649e+01,5.049451e+00,6.699389e-23,1.220931e-03,7.698822e-04
1.972455e-02,2.231943e-01,2.890837e-01,1.198980e+01,4.708598e+00,8.677257e-23,4.510406e-04,5.416909e-04
1.281367e-02,2.888687e-01,4.561797e-01,1.554908e+01,2.527734e+00,8.786867e-23,2.785131e-04,7.667861e-04
4.847684e-02,1.587640e-01,1.391648e-01,4.370263e+01,1.052172e+01,9.299729e-23,2.404556e-04,6.689104e-04
1.950117e-02,1.662693e-01,1.010651e-01,4.346539e+01,1.138686e+00,9.770105e-23,6.160675e-04,5.677902e-04
4.524227e-02,2.831926e-01,2.688200e-01,1.830885e+01,1.041649e+00,9.821326e-23,8.178541e-04,5.711785e-04
1.461215e-02,1.854188e-01,4.560759e-01,1.847761e+01,3.623024e+00,6.842450e-23,1.057103e-03,3.695815e-04
2.090331e-03,2.515255e-01,7.582552e-02,1.114866e+01,5.312276e+00,8.944153e-23,1.043394e-03,1.158495e-04
3.630306e-02,8.301412e-01,1.294574e-01,1.590239e+01,3.008227e+00,8.688216e-23,2.868126e-04,4.437120e-04
9.682613e-02,3.628385e-01,9.461982e-02,5.675959e+01,1.099462e+00,7.906341e-23,5.066246e-04,5.745628e-04
7.420552e-02,2.774238e-01,1.195067e-01,7.673465e+01,2.955851e+00,8.362218e-23,6.099648e-04,8.070449e-04
1.101603e-02,1.876104e-01,1.148623e-01,2.546343e+01,6.393275e+01,9.548416e-23,1.410794e-03,7.290542e-04
4.030316e-02,1.517053e-01,7.262464e-02,1.476634e+01,1.848434e+01,8.940369e-23,4.458386e-04,5.678890e-04
3.966533e-02,1.307517e-01,8.670339e-02,1.265542e+01,1.156684e+01,8.731133e-23,1.183815e-03,5.597212e-04
3.140376e-02,1.935868e-01,1.250792e-01,1.701893e+01,2.953270e+01,9.915222e-23,1.071391e-03,4.912423e-04
2.115253e-02,1.746193e-01,2.208674e-01,2.165464e+01,4.233354e+01,7.320238e-23,2.768095e-04,8.823874e-04
6.943977e-02,1.932283e-01,2.997825e-01,3.665574e+01,6.637777e+00,8.176554e-23,1.582977e-03,3.700440e-04
2.012688e-02,2.744385e-01,2.706674e-01,8.112981e+01,1.478405e+00,6.547953e-23,1.510403e-03,7.972559e-04
4.128913e-02,2.660659e-01,3.863112e-01,1.845031e+01,4.061068e+00,9.435798e-23,7.911459e-04,5.505466e-04
3.464815e-02,2.696996e-01,8.083847e-02,2.666100e+01,1.232409e+00,7.012600e-23,3.887377e-04,3.415911e-04
4.402220e-02,9.366384e-01,7.567331e-02,2.013394e+01,5.827940e+00,8.870401e-23,2.842328e-04,5.344888e-04
7.686800e-03,6.740799e-01,7.025974e-02,8.158250e+01,3.282997e+00,8.856221e-23,5.310880e-04,6.440265e-04
5.034240e-03,2.842522e-01,2.040995e-01,3.133460e+01,1.907246e+00,5.368719e-23,5.193549e-04,3.387635e-04
3.275031e-02,2.373457e-01,5.146630e-01,2.195016e+01,5.204601e+00,8.787885e-23,7.293087e-04,5.896864e-04
1.787646e-02,1.819770e-01,5.220059e-01,1.003123e+01,4.655320e+00,9.841070e-23,3.433250e-04,9.837445e-04
1.275493e-03,1.678063e-01,4.018750e-01,1.745226e+01,5.658284e+00,7.374086e-23,4.452767e-04,3.583479e-04
1.965839e-03,2.679341e-01,9.034564e-01,1.528989e+01,9.631987e+00,6.630846e-23,1.066521e-03,3.513406e-04
1.458239e-03,1.289884e-01,9.107256e-01,1.369960e+01,1.423934e+00,9.477378e-23,1.056082e-03,1.476884e-04
1.911559e-03,2.360598e-01,6.365064e-01,1.633332e+01,4.532505e+00,8.211540e-23,3.467574e-04,3.076804e-04
1.207400e-03,1.760920e-01,8.012167e-01,1.784114e+01,8.762549e+00,6.784425e-23,2.340698e-04,1.992513e-04
1.899066e-03,2.618290e-01,3.824590e-01,1.734042e+01,6.565010e+00,8.107178e-23,2.333470e-04,2.357271e-04
1.829242e-03,2.509281e-01,6.143754e-01,2.071508e+01,3.416804e+00,6.955214e-23,2.500936e-04,2.205299e-04
1.089029e-02,4.542680e-01,7.738539e-01,1.198143e+01,5.979341e+00,9.042809e-23,1.266628e-03,5.089000e-04
1.599922e-02,2.692797e-01,4.275798e-01,1.259891e+01,1.697372e+00,7.982037e-23,8.654590e-04,5.733480e-04
2.310365e-02,1.490198e-01,1.826398e-01,1.024460e+01,1.110161e+01,6.758018e-23,9.552776e-04,6.137444e-04
5.113318e-02,3.358161e-01,4.489036e-01,1.478159e+01,3.541281e+01,8.699467e-23,6.841121e-04,5.454669e-04
2.152857e-02,1.852740e-01,2.010069e-01,3.681970e+01,1.455692e+01,5.864263e-23,1.259369e-03,8.585000e-04
1.732489e-02,1.120886e-01,5.066376e-01,1.004379e+01,2.660209e+01,8.436247e-23,1.669559e-03,4.156891e-04
3.253794e-02,2.200529e-01,5.221555e-01,1.295249e+01,2.496573e+01,9.890524e-23,4.053866e-04,4.399337e-04
7.422721e-02,1.966749e-01,5.548766e-01,1.921406e+01,3.039268e+01,4.954800e-23,1.729629e-03,2.167051e-04
1.815041e-02,1.558402e-01,2.099841e-01,1.224803e+01,5.661455e+01,6.499639e-23,8.453158e-04,2.572747e-04
1.826750e-02,1.566430e-01,4.938202e-01,1.205360e+01,2.052262e+00,4.848763e-23,3.094495e-04,1.856592e-04
5.232871e-02,2.117785e-01,2.573970e-01,1.598217e+01,3.760173e+00,5.986288e-23,4.082975e-04,1.294182e-04
4.860427e-02,1.333581e-01,2.764271e-01,3.326158e+01,5.114883e+00,7.472416e-23,6.018159e-04,2.422427e-04
3.634316e-02,2.464762e-01,1.964484e-01,2.013330e+01,5.756586e+00,8.804049e-23,3.425495e-04,6.812051e-04
9.948287e-02,3.580574e-01,1.248546e-01,1.366446e+01,1.636685e+00,8.328439e-23,6.752364e-04,3.729023e-04
2.031626e-02,2.764098e-01,9.163616e-02,1.234085e+01,3.924090e+00,8.364084e-23,6.680710e-04,4.429129e-04
5.044981e-02,2.400562e-01,1.777949e-01,1.177014e+01,6.524905e+00,8.853357e-23,2.480188e-04,3.710978e-04
2.230221e-03,2.442808e-01,5.399127e-01,1.183804e+01,7.430848e+00,8.077953e-23,5.825726e-04,4.135085e-04
2.954700e-03,1.495554e-01,7.621193e-01,2.047456e+01,2.456729e+00,6.921065e-23,3.206549e-04,3.459141e-04
3.165330e-02,2.759008e-01,9.266227e-01,2.187798e+01,1.249521e+00,7.192759e-23,3.157356e-04,1.882440e-04
1.910251e-02,4.528755e-01,8.360620e-01,1.789857e+01,1.006724e+00,7.431509e-23,1.225255e-03,1.561273e-04
4.063238e-02,1.391141e-01,3.432506e-01,5.174505e+01,3.020300e+00,9.539952e-23,1.165163e-03,3.181269e-04
1.258892e-02,1.714555e-01,6.585083e-01,1.797737e+01,1.538056e+00,7.770325e-23,5.669563e-04,2.807940e-04
2.722381e-03,2.505377e-01,3.812742e-01,3.041925e+01,1.794431e+00,5.463129e-23,1.503934e-03,4.871111e-04
2.642187e-03,3.160762e-01,2.945713e-01,1.016012e+01,6.909311e+00,5.238376e-23,1.307428e-03,7.491881e-04
1.832746e-03,3.747084e-01,1.241836e-01,1.399376e+01,1.063534e+00,8.738150e-23,5.778367e-04,2.477469e-04
7.991674e-03,4.557253e-01,6.300614e-01,1.839206e+01,1.637273e+00,7.998906e-23,2.872403e-04,7.265978e-04
1.330285e-03,2.396373e-01,3.766791e-01,1.385180e+01,3.542366e+00,5.601460e-23,2.960698e-04,2.220823e-04
2.517290e-03,2.583172e-01,3.269292e-01,1.966483e+01,1.335469e+01,7.353593e-23,4.870115e-04,2.602670e-04
3.358383e-03,2.172958e-01,3.465564e-01,1.827334e+01,1.318601e+01,7.110843e-23,1.212942e-03,5.094188e-04
1.019811e-02,1.463619e-01,4.729106e-01,1.314481e+01,4.521215e+01,7.381124e-23,9.105664e-04,3.289847e-04
1.780239e-02,1.857491e-01,2.964423e-01,1.339625e+01,1.355874e+01,4.364953e-23,6.822938e-04,4.895088e-04
3.996189e-03,1.872823e-01,7.681979e-01,1.136285e+01,2.805099e+01,4.670812e-23,1.498609e-03,8.770885e-04
9.895551e-03,1.132316e-01,8.995043e-01,2.680235e+01,6.520401e+01,7.826899e-23,7.100859e-04,5.525355e-04
2.126101e-02,1.066535e-01,4.232741e-01,2.611815e+01,6.984252e+00,5.993407e-23,4.979022e-04,3.209237e-04
9.840791e-03,1.478967e-01,6.187034e-01,3.148080e+01,3.933438e+01,6.989200e-23,2.797623e-04,1.691890e-04
2.069569e-02,2.335793e-01,4.686594e-01,2.393962e+01,3.201848e+00,4.617541e-23,5.626745e-04,9.173035e-04
7.091411e-03,2.320470e-01,7.910296e-01,1.764059e+01,4.311181e+00,8.543053e-23,9.460026e-04,2.684448e-04
1.510734e-02,1.599403e-01,4.083206e-01,1.182553e+01,2.006220e+01,8.035004e-23,2.842659e-04,4.957359e-04
1.946374e-02,1.503497e-01,2.839015e-01,1.306113e+01,4.397801e+01,5.579053e-23,8.311725e-04,8.098051e-04
1.498634e-02,2.055978e-01,1.461546e-01,1.953526e+01,7.089173e+00,9.133558e-23,4.391578e-04,6.493121e-04
1.349730e-02,2.250356e-01,9.739854e-02,1.009868e+01,3.178198e+00,8.395948e-23,4.715242e-04,3.695850e-04
7.972494e-02,3.344809e-01,1.225812e-01,1.753913e+01,1.136162e+01,7.978182e-23,5.082150e-04,3.201056e-04
2.150193e-02,1.712942e-01,3.762855e-01,2.151701e+01,4.701563e+00,7.278946e-23,2.272420e-04,3.624603e-04
8.556176e-03,2.744977e-01,2.442251e-01,1.904196e+01,2.291903e+00,5.168966e-23,2.544349e-04,8.147303e-04
5.094776e-03,5.552859e-01,4.827152e-01,1.106180e+01,6.835495e+00,7.033761e-23,5.469555e-04,6.107658e-04
1.163984e-02,2.405399e-01,1.259657e-01,1.516796e+01,2.364530e+01,5.313989e-23,5.781817e-04,9.783966e-04
2.769975e-02,1.961642e-01,3.173424e-01,1.610202e+01,2.704626e+01,9.759886e-23,2.114006e-04,5.227457e-04
1.083694e-02,2.227860e-01,9.470235e-01,1.157512e+01,3.473007e+01,9.692140e-23,5.559843e-04,4.974622e-04
8.884327e-03,1.850275e-01,7.788047e-01,1.281506e+01,2.773851e+01,7.232104e-23,1.459722e-03,7.586031e-04
2.909655e-02,1.388066e-01,8.207131e-01,2.272255e+01,8.394212e+01,8.448176e-23,1.445217e-03,9.391396e-04
