$k_{\rm{s}}$,$k_{\rm{c}}$,$h_{\rm{b}}$,$r_{\rm{b}}$,$l_{\rm{c}}$,$A$,$\omega$,$e_{\rm{v}}$
5.096825e-01,5.730167e-01,3.794967e-01,6.577459e-01,9.289554e-01,7.447952e-01,2.517773e-01,7.123086e-01
5.688489e-01,6.414462e-01,8.637286e-03,7.527202e-01,6.107585e-01,7.089975e-01,1.588671e-01,5.616760e-01
7.890600e-01,7.129875e-01,3.176113e-01,7.645682e-01,5.528368e-01,7.261821e-01,4.846230e-01,6.711257e-01
6.506883e-01,6.443225e-01,4.512267e-01,6.989319e-01,7.594841e-01,6.948281e-01,6.642609e-02,6.174651e-01
6.217957e-01,5.714982e-01,2.937299e-01,5.548063e-01,4.703173e-01,6.689645e-01,1.940187e-01,5.732042e-01
9.013850e-01,7.407888e-01,3.367647e-01,9.629729e-01,4.743689e-01,7.189971e-01,1.007336e-01,7.670766e-01
7.452213e-01,7.298119e-01,4.100916e-01,9.205363e-01,3.646912e-01,7.060459e-01,3.203122e-02,7.559696e-01
5.958812e-01,4.395128e-01,3.448002e-01,6.916699e-01,6.928944e-01,7.377970e-01,6.757318e-01,4.580945e-01
6.753433e-01,6.476967e-01,1.187041e-01,7.959302e-01,6.949447e-01,7.884405e-01,4.478715e-01,7.194199e-01
6.111670e-01,7.408833e-01,6.066652e-01,5.662129e-01,8.337096e-01,7.569793e-01,3.409927e-01,8.165674e-01
5.341875e-01,7.302722e-01,8.867058e-01,4.489565e-01,8.801196e-01,7.691412e-01,1.838262e-01,7.452308e-01
1.995790e-01,6.024921e-01,6.086825e-01,6.517472e-01,7.092830e-01,6.484413e-01,1.104807e-01,6.858585e-01
5.486036e-01,7.597391e-01,3.485492e-01,4.710590e-01,7.061766e-01,6.573611e-01,3.189612e-02,6.292253e-01
5.994081e-01,6.153234e-01,4.429297e-01,6.272643e-01,8.314847e-01,7.787108e-01,2.666749e-01,5.647566e-01
6.886342e-01,7.078945e-01,1.839605e-01,8.491592e-01,4.505402e-01,6.935273e-01,4.591060e-01,6.779391e-01
7.187027e-01,7.782920e-01,1.442788e-01,9.872932e-01,2.974251e-01,7.141050e-01,7.391097e-01,6.948853e-01
7.437376e-01,7.132750e-01,4.475110e-02,8.659936e-01,2.237475e-01,6.515238e-01,2.126005e-01,5.969180e-01
3.903904e-01,7.257092e-01,8.180093e-02,9.620403e-01,1.546327e-01,6.562842e-01,2.530006e-01,6.570002e-01
6.288925e-01,6.882163e-01,3.845575e-02,8.553530e-01,3.362883e-01,7.063260e-01,3.853329e-01,6.193052e-01
7.171233e-01,5.111721e-01,2.282737e-01,8.342813e-01,9.151065e-01,6.814299e-01,2.418969e-01,3.328539e-01
4.574593e-01,6.076490e-01,7.384099e-01,5.894139e-01,7.427062e-01,6.731432e-01,8.608788e-01,8.013501e-01
4.004375e-01,6.002012e-01,3.508214e-01,7.267103e-01,6.233326e-01,5.978467e-01,7.596597e-01,6.982224e-01
5.528023e-01,4.905489e-01,8.385533e-01,6.239364e-01,5.788728e-01,7.305983e-01,2.882163e-01,6.209342e-01
4.024666e-01,4.919481e-01,9.414174e-01,5.856857e-01,8.809565e-01,6.581114e-01,3.254292e-01,6.408061e-01
5.951550e-01,6.472726e-01,6.187826e-01,6.403388e-01,8.482154e-01,8.049374e-01,7.856522e-01,7.278950e-01
4.188588e-01,4.994803e-01,1.844244e-03,8.256038e-01,8.426390e-01,6.976789e-01,5.644907e-01,4.836770e-01
4.508478e-01,5.232755e-01,2.218590e-01,4.535787e-01,6.458464e-01,6.650633e-01,1.848467e-02,6.366468e-01
3.848964e-01,6.716336e-01,4.346216e-01,8.011838e-01,6.574579e-01,6.968101e-01,6.837183e-01,7.860461e-01
7.345904e-01,5.877106e-01,4.581606e-01,6.575687e-01,6.350563e-01,6.247034e-01,5.406060e-01,6.217352e-01
6.756664e-01,6.811492e-01,7.314527e-01,9.785798e-01,3.428368e-01,6.796162e-01,3.024074e-01,6.072127e-01
8.354877e-01,6.564491e-01,5.541582e-01,9.047332e-01,3.075748e-01,7.187917e-01,7.142780e-01,6.321944e-01
7.593942e-01,7.571502e-01,2.369331e-01,9.636018e-01,3.966275e-01,8.024606e-01,7.042825e-02,7.563589e-01
4.934202e-01,5.059247e-01,4.036106e-01,6.958431e-01,5.246671e-01,6.429993e-01,6.379878e-01,5.245323e-01
5.568042e-01,6.499706e-01,2.737910e-01,6.720787e-01,6.112558e-01,7.250833e-01,9.230842e-01,6.715955e-01
7.282951e-01,7.414894e-01,2.742712e-01,8.068172e-01,6.369218e-01,7.580629e-01,9.756577e-01,7.122105e-01
7.413494e-01,7.537905e-01,3.360304e-02,8.459556e-01,2.982193e-01,7.337929e-01,4.306431e-01,4.907119e-01
8.190636e-01,6.400151e-01,7.114867e-01,8.704095e-01,6.322133e-01,7.535114e-01,5.609283e-02,6.103273e-01
6.970781e-01,7.082416e-01,5.096591e-01,8.174404e-01,4.602499e-01,8.137512e-01,2.916309e-01,6.639790e-01
7.092245e-01,5.096510e-01,8.416189e-01,9.572122e-01,8.017504e-01,6.993435e-01,9.859213e-03,6.899853e-01
9.575077e-01,6.053772e-01,4.336584e-01,7.283613e-01,6.441305e-01,6.801903e-01,1.533313e-01,6.183968e-01
7.563087e-01,6.339025e-01,6.412258e-01,7.517807e-01,9.525052e-01,7.754283e-01,2.833643e-01,4.829406e-01
7.362976e-01,6.347739e-01,5.537454e-01,7.744037e-01,5.095560e-01,6.564414e-01,6.760965e-01,7.295007e-01
1.773308e-01,6.610121e-01,2.700845e-01,4.708602e-01,5.672366e-01,6.535364e-01,9.629709e-02,7.538845e-01
6.522558e-01,6.296481e-01,2.251435e-03,6.006904e-01,7.623308e-01,6.754456e-01,3.747960e-01,7.088454e-01
4.498505e-01,8.611518e-01,2.287200e-01,5.674175e-01,9.541507e-01,7.368885e-01,3.935585e-01,7.883215e-01
8.162941e-01,7.658167e-01,1.296052e-01,8.429377e-01,6.559770e-01,7.108278e-01,4.159448e-01,6.801707e-01
6.651588e-01,6.285529e-01,3.993778e-01,5.389816e-01,6.418590e-01,6.982301e-01,4.014372e-02,8.130337e-01
6.866030e-01,6.159095e-01,2.065053e-01,4.562826e-01,4.787951e-01,7.457551e-01,3.161402e-01,6.660536e-01
1.398686e-01,6.482380e-01,4.093164e-01,4.578788e-01,9.721172e-01,6.408713e-01,8.671445e-01,5.941488e-01
3.814981e-01,5.421718e-01,3.313133e-01,6.975669e-01,6.561456e-01,6.336503e-01,5.672599e-01,7.368582e-01
5.098631e-01,5.376120e-01,7.109194e-01,7.760071e-01,8.271054e-01,6.152652e-01,3.601812e-01,8.290497e-01
4.512558e-01,7.011962e-01,7.204135e-01,5.320687e-01,6.201481e-01,6.318718e-01,3.367231e-01,6.243707e-01
4.521873e-01,5.566332e-01,7.645034e-01,6.428182e-01,8.420092e-01,7.016874e-01,1.579881e-01,8.277715e-01
6.452118e-01,5.903001e-01,6.561897e-01,6.202834e-01,6.037176e-01,6.255845e-01,3.476642e-01,6.163709e-01
5.958214e-01,4.594362e-01,3.485935e-01,5.789129e-01,7.014851e-01,6.762397e-01,1.602264e-01,5.337122e-01
2.711925e-01,5.616968e-01,9.439474e-01,6.052812e-01,5.151056e-01,7.006276e-01,3.503400e-02,4.692710e-01
3.531988e-01,6.475885e-01,6.982707e-01,5.848340e-01,7.410641e-01,7.319527e-01,8.098737e-02,6.504155e-01
4.083798e-01,5.673843e-01,4.755796e-01,8.985744e-01,8.846649e-01,6.370138e-01,4.960107e-01,7.619493e-01
4.881992e-01,4.408284e-01,8.611102e-01,8.512219e-01,9.155697e-01,5.882750e-01,3.860608e-01,6.051058e-01
3.892152e-01,6.335314e-01,1.788140e-01,8.702583e-01,4.271303e-01,6.616369e-01,1.867224e-01,7.268417e-01
7.671344e-01,6.727571e-01,1.303626e-01,6.441943e-01,7.366193e-01,7.012364e-01,9.282533e-01,7.200092e-01
7.089189e-01,7.204323e-01,1.375704e-01,8.320810e-01,5.495607e-01,6.958617e-01,8.704493e-01,8.182401e-01
6.159467e-01,5.552105e-01,9.253865e-01,6.767380e-01,6.502216e-01,6.822518e-01,5.060719e-01,6.723327e-01
5.892908e-01,6.994278e-01,4.903386e-01,8.273874e-01,3.796420e-01,7.408083e-01,9.005223e-01,6.357776e-01
4.421395e-01,4.222608e-01,7.985161e-01,5.766639e-01,6.159202e-01,5.896355e-01,8.538672e-01,6.341632e-01
4.386065e-01,5.154336e-01,9.049774e-01,6.297043e-01,7.744753e-01,7.043077e-01,3.169657e-01,6.656984e-01
4.558880e-01,6.300995e-01,4.720936e-01,5.618319e-01,5.784017e-01,6.621825e-01,2.225835e-02,6.876142e-01
4.534572e-01,6.016360e-01,4.429926e-01,5.530364e-01,3.610116e-01,6.343031e-01,1.383786e-01,3.856125e-01
1.344418e-01,7.717577e-01,1.447147e-01,1.202256e-01,4.605032e-01,6.269644e-01,9.576904e-02,7.478896e-01
3.629478e-01,6.430325e-01,9.919488e-02,4.391739e-01,3.464775e-01,6.379963e-01,2.526339e-02,5.694312e-01
5.156551e-01,4.715273e-01,2.661171e-01,9.238223e-01,6.212048e-01,6.710152e-01,1.885872e-01,5.675032e-01
5.773631e-01,6.817817e-01,5.403086e-01,5.730807e-01,8.763922e-01,6.917808e-01,5.288434e-02,6.309082e-01
6.719756e-01,5.612080e-01,3.656035e-01,6.402097e-01,7.269970e-01,6.314909e-01,1.590590e-01,5.212229e-01
6.697047e-01,6.663497e-01,6.114568e-01,6.375784e-01,7.911912e-01,6.919742e-01,8.442911e-01,6.337401e-01
7.262371e-01,7.167443e-01,2.662276e-01,6.093271e-01,5.215402e-01,7.619584e-01,9.322623e-01,6.082003e-01
4.010209e-01,5.473002e-01,3.853723e-01,6.820701e-01,7.930050e-01,6.950582e-01,8.632207e-01,7.110517e-01
5.566310e-01,5.106361e-01,7.933237e-01,6.238905e-01,4.605182e-01,6.743820e-01,4.359070e-01,6.319921e-01
5.771494e-01,6.760723e-01,3.732639e-01,5.878754e-01,6.271779e-01,6.416335e-01,5.929387e-01,6.974817e-01
4.647948e-01,5.328171e-01,7.063174e-01,7.347069e-01,5.124860e-01,6.587554e-01,5.906078e-01,6.713151e-01
1.676094e-01,4.933518e-01,8.388823e-01,6.718790e-01,7.594028e-01,6.371126e-01,1.862295e-01,5.424931e-01
3.858893e-01,4.468822e-01,7.648675e-01,4.914716e-01,5.884627e-01,6.824027e-01,5.985706e-01,6.185009e-01
3.962424e-01,5.575113e-01,9.033076e-01,7.074285e-01,6.413210e-01,7.043737e-01,9.027824e-01,7.207951e-01
4.979904e-01,6.135388e-01,7.830306e-01,6.298936e-01,6.241072e-01,7.347230e-01,6.884146e-01,5.410957e-01
5.261193e-01,5.065010e-01,5.387394e-01,5.812129e-01,6.549371e-01,6.197425e-01,8.510604e-01,4.954737e-01
3.922608e-01,4.346795e-01,2.712663e-01,8.332408e-01,7.707281e-01,6.214812e-01,8.118488e-01,7.008911e-01
4.917383e-01,2.565582e-01,2.337404e-01,7.297321e-01,9.217051e-01,7.082469e-01,7.114367e-01,5.810324e-01
7.397573e-01,6.784050e-01,6.133271e-01,6.469747e-01,7.975032e-01,7.986906e-01,2.860803e-01,6.778950e-01
3.432334e-01,5.214225e-01,4.228020e-01,5.426842e-01,9.447929e-01,6.031948e-01,5.264105e-02,6.884244e-01
3.627448e-01,5.947717e-01,5.667852e-01,7.436361e-01,6.084690e-01,6.314765e-01,2.886053e-01,7.186566e-01
4.636402e-01,5.938890e-01,4.719826e-01,8.538863e-01,8.455605e-01,6.479906e-01,4.323773e-01,7.996686e-01
6.057776e-01,6.334304e-01,7.528264e-01,8.162159e-01,8.646693e-01,7.657220e-01,2.193765e-01,6.165892e-01
5.273649e-01,6.765682e-01,4.441724e-01,8.509087e-01,6.257100e-01,7.264157e-01,2.822806e-01,6.496587e-01
9.454258e-01,6.290174e-01,3.168329e-01,7.204966e-01,9.011731e-01,7.308466e-01,4.506405e-01,5.228361e-01
7.335500e-01,7.020099e-01,1.467663e-01,7.787301e-01,6.538388e-01,7.736747e-01,3.966299e-01,5.697507e-01
8.896240e-01,6.477435e-01,1.850300e-01,8.167380e-01,7.298746e-01,7.586557e-01,6.779304e-01,5.184543e-01
