$k_{\rm{s}}$,$k_{\rm{c}}$,$h_{\rm{b}}$,$r_{\rm{b}}$,$l_{\rm{c}}$,$A$,$\omega$,$e_{\rm{v}}$
3.406691e-03,4.420356e-01,1.478819e-01,1.638979e+01,8.284302e+01,2.875998e-23,6.408182e-04,5.249276e-04
1.521059e-02,3.100139e-01,4.773384e-01,5.439056e+01,5.749963e+01,2.777665e-23,6.090003e-04,5.307144e-04
9.816738e-03,3.586066e-01,2.995002e-01,3.322097e+01,1.025646e+01,1.712003e-23,5.497680e-04,4.379011e-04
7.623576e-03,3.984054e-01,1.408212e-01,2.749340e+01,1.542059e+00,1.433838e-23,3.610901e-04,5.983273e-04
5.280001e-03,3.201448e-01,6.748206e-02,2.401098e+01,5.765061e+00,1.687716e-23,2.125860e-04,4.644810e-04
2.628560e-02,5.321119e-01,6.861409e-02,2.397957e+01,4.818457e+00,3.562687e-23,4.198933e-04,7.269776e-04
5.585980e-03,4.204681e-01,1.007604e-01,2.196702e+01,9.022156e+00,1.686357e-23,8.607874e-04,3.250695e-04
1.937777e-02,3.239082e-01,2.565233e-01,5.090481e+01,2.389921e+01,2.974318e-23,1.476449e-03,4.478164e-04
2.223182e-02,3.569779e-01,7.320293e-01,8.524392e+01,3.091792e+00,1.856416e-23,5.200791e-04,4.350134e-04
7.662410e-02,3.665310e-01,2.374908e-01,7.211431e+01,1.039883e+00,1.966466e-23,2.179703e-04,3.308124e-04
2.445252e-02,4.675716e-01,9.902161e-02,6.862940e+01,2.804994e+00,2.379136e-23,6.016335e-04,4.797308e-04
2.236433e-02,5.705690e-01,6.880608e-02,4.507270e+01,6.791607e+01,2.736814e-23,6.578605e-04,4.996289e-04
8.351540e-03,3.622859e-01,6.009515e-02,5.528033e+01,3.368608e+01,3.727061e-23,4.125550e-04,1.970671e-04
2.350132e-02,5.499040e-01,5.306603e-02,5.869336e+01,6.503480e+00,3.944820e-23,9.630140e-04,3.853826e-04
5.371209e-02,5.714364e-01,1.163853e-01,6.841330e+01,7.546776e+00,2.677299e-23,6.173752e-04,4.131822e-04
2.534979e-02,5.105800e-01,1.589540e-01,6.794265e+01,3.372489e+00,3.016735e-23,2.175416e-04,5.117920e-04
2.751382e-02,5.154623e-01,5.327179e-02,7.229292e+01,5.594306e+00,1.701904e-23,5.847327e-04,3.745705e-04
4.222299e-02,6.976269e-01,7.806984e-02,9.755045e+01,2.345009e+01,2.848235e-23,2.483929e-04,3.265103e-04
9.985377e-03,4.029168e-01,1.310179e-01,2.909676e+01,7.464901e+01,2.679117e-23,4.014313e-04,3.999018e-04
5.804226e-03,4.170159e-01,5.407842e-02,3.751308e+01,8.078772e+00,3.136810e-23,2.996226e-04,4.942052e-04
1.282858e-02,4.520668e-01,1.011816e-01,3.238658e+01,3.307913e+01,2.713257e-23,3.559948e-04,4.377156e-04
2.129635e-02,3.232259e-01,8.277436e-02,4.339359e+01,2.683280e+01,2.431189e-23,3.991672e-04,3.393009e-04
6.750058e-02,4.616344e-01,1.094258e-01,7.105293e+01,3.993615e+00,2.817459e-23,9.685093e-04,3.808487e-04
2.297725e-02,5.363160e-01,5.394831e-02,8.736815e+01,6.998361e+00,2.243205e-23,7.225065e-04,4.772102e-04
3.904258e-02,4.718698e-01,8.083577e-02,3.634610e+01,1.302445e+01,3.693458e-23,1.456525e-03,6.041689e-04
4.825097e-02,4.187761e-01,9.183505e-02,5.019598e+01,5.791028e+01,2.817185e-23,9.852495e-04,4.395989e-04
6.079062e-03,3.589241e-01,6.834493e-02,4.042494e+01,4.524698e+01,2.263243e-23,6.804738e-04,6.914368e-04
4.732480e-02,4.636768e-01,5.895278e-01,8.403736e+01,4.131397e+01,2.580124e-23,2.206501e-04,4.628521e-04
4.911317e-02,5.241884e-01,1.618783e-01,7.222756e+01,4.704703e+01,4.497122e-23,2.120774e-04,5.611864e-04
1.633677e-02,4.302021e-01,5.222705e-02,7.894016e+01,8.708433e+01,3.808764e-23,2.414386e-04,3.245243e-04
1.024134e-02,2.599457e-01,8.679288e-02,6.418430e+01,3.356795e+01,1.456276e-23,2.492781e-04,4.233622e-04
9.744200e-03,3.425763e-01,1.966607e-01,5.741826e+01,1.357147e+01,1.983685e-23,4.644693e-04,4.565828e-04
8.964227e-03,3.420858e-01,6.364456e-02,7.517025e+01,1.539860e+01,1.934407e-23,1.085609e-03,4.493392e-04
1.871867e-02,3.620352e-01,5.597286e-02,4.750696e+01,1.700409e+01,2.755257e-23,1.799739e-03,3.658556e-04
1.199365e-02,4.515016e-01,5.210310e-02,6.363793e+01,1.712855e+01,2.208487e-23,3.773232e-04,4.124785e-04
1.558966e-02,3.957114e-01,6.475728e-02,4.692367e+01,2.866254e+01,2.777450e-23,2.342007e-04,3.807988e-04
1.539131e-02,4.589024e-01,6.006208e-02,6.473622e+01,1.001285e+01,3.599992e-23,3.731884e-04,3.611603e-04
1.930002e-02,4.852980e-01,5.200497e-02,7.121276e+01,1.192495e+01,3.291708e-23,3.577549e-04,4.215556e-04
6.177213e-02,5.502096e-01,2.161949e-01,6.165366e+01,6.286344e+00,2.936394e-23,6.094941e-04,5.509877e-04
6.878658e-03,4.761087e-01,6.194156e-02,3.797930e+01,2.609204e+01,2.611406e-23,1.127317e-03,4.124987e-04
1.128100e-02,3.600075e-01,8.655798e-02,2.609011e+01,3.553565e+01,2.344452e-23,2.852183e-04,5.404855e-04
2.701541e-02,5.903921e-01,1.003085e-01,3.178353e+01,2.211008e+01,2.752200e-23,3.168916e-04,5.382384e-04
1.929206e-02,5.097548e-01,1.358114e-01,4.319528e+01,4.058118e+01,3.252761e-23,1.158417e-03,3.262321e-04
2.488933e-02,4.676691e-01,2.374106e-01,6.290741e+01,8.846658e+00,2.361147e-23,5.201973e-04,4.335645e-04
5.082079e-02,7.769485e-01,3.176725e-01,7.392072e+01,3.612832e+01,5.912705e-23,3.342205e-04,6.059461e-04
2.171039e-02,4.457472e-01,1.827717e-01,3.365713e+01,7.509301e+01,2.518058e-23,4.820310e-04,5.030581e-04
3.862567e-02,3.141398e-01,2.375569e-01,6.704963e+01,4.747285e+01,1.830605e-23,5.663883e-04,2.825170e-04
9.028318e-03,2.413150e-01,1.427416e-01,8.421148e+01,3.686840e+01,1.463111e-23,4.008547e-04,5.729889e-04
2.468630e-02,5.069124e-01,5.408664e-02,8.860813e+01,1.335596e+01,2.697746e-23,5.328929e-04,4.611418e-04
1.591328e-02,4.451565e-01,9.720307e-02,5.758873e+01,8.656678e+00,2.666542e-23,2.950777e-04,5.767146e-04
1.342774e-02,3.071966e-01,4.830372e-01,9.976357e+01,5.049359e+01,3.161271e-23,5.448498e-04,2.675947e-04
1.316036e-03,5.328646e-01,9.481885e-01,2.545441e+01,3.329247e+01,2.125591e-23,8.484073e-04,6.467082e-04
2.012053e-02,3.110771e-01,6.413949e-01,4.406320e+01,9.152298e+00,2.536763e-23,7.188829e-04,4.502978e-04
3.834778e-03,3.183443e-01,6.430119e-01,5.755288e+01,5.063418e+01,1.582226e-23,1.403368e-03,3.384877e-04
1.048681e-02,3.897306e-01,4.063235e-01,5.105212e+01,4.349622e+01,1.878658e-23,7.792263e-04,5.096739e-04
5.907858e-03,3.764257e-01,9.281324e-02,5.274921e+01,2.099281e+01,2.293859e-23,6.862510e-04,5.341607e-04
4.996445e-03,3.598830e-01,1.272240e-01,3.278354e+01,2.331043e+00,2.008262e-23,2.286512e-04,5.180226e-04
6.216673e-03,5.370474e-01,6.833617e-02,2.151190e+01,6.292888e+00,2.198119e-23,4.199953e-04,5.621428e-04
2.344426e-02,4.788714e-01,8.792110e-02,3.583438e+01,4.049983e+01,2.421440e-23,4.631645e-04,5.194450e-04
1.922077e-02,5.301685e-01,6.096955e-02,5.978302e+01,1.375820e+01,2.827087e-23,6.848153e-04,4.910894e-04
2.945780e-02,5.563852e-01,8.672638e-02,6.866387e+01,5.171299e+00,3.631171e-23,4.774305e-04,4.273042e-04
3.420365e-02,5.272737e-01,5.424347e-02,5.130452e+01,1.944049e+01,2.687102e-23,1.190738e-03,4.077904e-04
1.441191e-02,5.283229e-01,6.414798e-02,6.525827e+01,1.829676e+01,2.630674e-23,7.829272e-04,4.128483e-04
1.045598e-02,3.741249e-01,1.558499e-01,4.547219e+01,7.209593e+01,3.087382e-23,1.120090e-03,5.155949e-04
1.373086e-02,4.379718e-01,5.131063e-02,5.658746e+01,1.665394e+01,2.618153e-23,1.387276e-03,3.644819e-04
3.785471e-02,5.164015e-01,1.294768e-01,5.815247e+01,1.275480e+01,2.833767e-23,6.552500e-04,4.689491e-04
2.001597e-02,4.408821e-01,1.932100e-01,4.999562e+01,3.303453e+01,2.452767e-23,1.716342e-03,4.144433e-04
1.752231e-02,3.728191e-01,1.205373e-01,3.587619e+01,8.722374e+00,2.177354e-23,1.279415e-03,3.742866e-04
6.349945e-02,5.505399e-01,1.371232e-01,9.182753e+01,8.886646e+00,2.741538e-23,1.585975e-03,5.848932e-04
3.093446e-02,5.367992e-01,1.708093e-01,8.327915e+01,5.362686e+00,2.582807e-23,1.857799e-03,5.701244e-04
1.555115e-02,2.751141e-01,1.404641e-01,4.916657e+01,2.431022e+01,2.989469e-23,4.219861e-04,2.871405e-04
2.242263e-02,4.443208e-01,7.135223e-02,6.250722e+01,2.454084e+01,3.774687e-23,7.131132e-04,5.241069e-04
1.668530e-02,5.506597e-01,3.077936e-01,3.683095e+01,4.649639e+01,3.265567e-23,9.120891e-04,6.554919e-04
1.170510e-02,5.373685e-01,7.121981e-01,2.811619e+01,5.757569e+01,3.453683e-23,1.309797e-03,5.561998e-04
2.507021e-03,4.003982e-01,3.096594e-01,4.484843e+01,2.621597e+01,1.980991e-23,1.550777e-03,4.851304e-04
1.250856e-02,5.750944e-01,1.420506e-01,2.958414e+01,2.584361e+01,2.064060e-23,1.858377e-03,4.258193e-04
1.580579e-02,4.124045e-01,1.884668e-01,4.239009e+01,4.602242e+01,3.609289e-23,1.082318e-03,3.670765e-04
2.383793e-02,5.103810e-01,8.675772e-02,7.065765e+01,7.963068e+00,2.438117e-23,6.949027e-04,4.763641e-04
2.737823e-02,6.001945e-01,7.703376e-02,9.711653e+01,3.934143e+00,2.680464e-23,3.646870e-04,4.953193e-04
3.072382e-02,5.167435e-01,5.717320e-02,7.345031e+01,2.802173e+00,2.009313e-23,1.225828e-03,3.952920e-04
6.036439e-03,5.317521e-01,6.388449e-02,9.163056e+01,2.038287e+00,2.053848e-23,1.116939e-03,4.539418e-04
1.810444e-02,4.877714e-01,5.610507e-02,7.167258e+01,4.705184e+00,2.586140e-23,8.235635e-04,4.162030e-04
2.717982e-02,3.244681e-01,9.907429e-02,6.827808e+01,6.764147e+01,2.306003e-23,1.145864e-03,2.152058e-04
8.220885e-03,4.051809e-01,4.567341e-01,3.885204e+01,3.057823e+01,2.219660e-23,2.755188e-04,6.329219e-04
6.322299e-03,3.982916e-01,1.430208e-01,5.329792e+01,1.764677e+01,1.569255e-23,3.478326e-04,4.991401e-04
1.275277e-02,3.094204e-01,6.165283e-01,4.206650e+01,1.437956e+01,2.891988e-23,1.029944e-03,4.177671e-04
6.381652e-03,3.104189e-01,8.390392e-01,3.851995e+01,5.779803e+01,2.071204e-23,9.453679e-04,4.373268e-04
1.549923e-02,4.438872e-01,3.191720e-01,4.368565e+01,4.970852e+01,4.072628e-23,3.276256e-04,5.344352e-04
6.882047e-03,3.158496e-01,5.027701e-02,6.692737e+01,4.844824e+01,2.485180e-23,5.451792e-04,3.045629e-04
7.974357e-03,3.336380e-01,9.718857e-02,2.841703e+01,1.957459e+01,2.138586e-23,1.916661e-03,4.331585e-04
5.885628e-03,4.694979e-01,1.838340e-01,6.326796e+01,2.064980e+01,2.475257e-23,4.142969e-04,6.110069e-04
2.945648e-02,3.869997e-01,1.972653e-01,4.545364e+01,1.862570e+01,1.775852e-23,5.760021e-04,4.185383e-04
2.245602e-02,4.798983e-01,4.473133e-01,9.518748e+01,4.849240e+00,2.286822e-23,9.968334e-04,4.047741e-04
4.687868e-02,4.533662e-01,2.629943e-01,8.030327e+01,4.122395e+00,2.738946e-23,3.861464e-04,4.287404e-04
3.302087e-02,5.716763e-01,1.016780e-01,9.196059e+01,6.212338e+00,4.026439e-23,1.700598e-03,5.706357e-04
9.701532e-03,3.205714e-01,1.675249e-01,4.964129e+01,1.120300e+01,1.931962e-23,4.603013e-04,3.346049e-04
1.298998e-02,4.466533e-01,1.135482e-01,4.699793e+01,1.669213e+01,2.819464e-23,2.387513e-04,4.694567e-04
2.861477e-02,5.514287e-01,1.137117e-01,6.409398e+01,1.878640e+01,3.281904e-23,2.115302e-04,5.154785e-04
3.038776e-02,5.672709e-01,5.529534e-02,7.013835e+01,3.948558e+00,2.934849e-23,7.419709e-04,3.095366e-04
4.346375e-02,4.365310e-01,4.213428e-01,7.420095e+01,1.838343e+01,3.213830e-23,1.757669e-03,4.076874e-04
2.478313e-02,5.107890e-01,2.301716e-01,6.568110e+01,8.327216e+00,4.241334e-23,1.021878e-03,4.612953e-04
2.620892e-02,3.233337e-01,6.222164e-01,9.061753e+01,4.013293e+01,2.504303e-23,1.955108e-03,4.897622e-04
8.222720e-02,4.030670e-01,1.833043e-01,5.350092e+01,1.942053e+01,2.292876e-23,1.405072e-03,4.153333e-04
3.255498e-02,4.304300e-01,3.413689e-01,5.646518e+01,8.035454e+01,3.555139e-23,1.041515e-03,3.040469e-04
2.968898e-02,4.312945e-01,2.626693e-01,5.948449e+01,1.044990e+01,2.055335e-23,4.216320e-04,5.364147e-04
2.262881e-03,4.581546e-01,1.122944e-01,2.957060e+01,1.362929e+01,2.028022e-23,1.602260e-03,5.673936e-04
2.016098e-02,4.262340e-01,5.033837e-02,3.987405e+01,3.347045e+01,2.243319e-23,8.437893e-04,5.114997e-04
7.937817e-03,7.263598e-01,9.920683e-02,3.693324e+01,8.096576e+01,2.976987e-23,8.081119e-04,6.142166e-04
4.291293e-02,5.831989e-01,7.372084e-02,6.965266e+01,2.050945e+01,2.640314e-23,7.675120e-04,4.788182e-04
2.139526e-02,4.251605e-01,1.654141e-01,3.459247e+01,1.921843e+01,2.491496e-23,1.823418e-03,6.501801e-04
2.361598e-02,4.129614e-01,9.281957e-02,2.859451e+01,9.069644e+00,3.101061e-23,9.658057e-04,4.635041e-04
1.904308e-03,4.448749e-01,1.704131e-01,2.869980e+01,8.794973e+01,1.913122e-23,2.715723e-04,3.927795e-04
5.794237e-03,3.484751e-01,1.349021e-01,4.983872e+01,2.052538e+01,1.850549e-23,5.417141e-04,5.455797e-04
1.046468e-02,3.448355e-01,4.206273e-01,5.970451e+01,4.510357e+01,1.700319e-23,8.726675e-04,6.746052e-04
7.989354e-03,5.025695e-01,4.327624e-01,3.404621e+01,1.738986e+01,1.835455e-23,9.211003e-04,4.210859e-04
8.023700e-03,3.602742e-01,4.938692e-01,4.393576e+01,4.830793e+01,2.531481e-23,1.390087e-03,6.726226e-04
1.951747e-02,3.893141e-01,3.570199e-01,4.171415e+01,1.612261e+01,1.783073e-23,8.981850e-04,4.134004e-04
1.554687e-02,2.880290e-01,1.420694e-01,3.792390e+01,2.529125e+01,2.251538e-23,1.382941e-03,3.417529e-04
3.486463e-03,3.644994e-01,8.454225e-01,4.029778e+01,1.072040e+01,2.519157e-23,1.844998e-03,2.946260e-04
5.086248e-03,4.442102e-01,4.049871e-01,3.844448e+01,3.034787e+01,2.910084e-23,1.659750e-03,4.471111e-04
6.557820e-03,3.693043e-01,2.078325e-01,7.917251e+01,5.879357e+01,1.879436e-23,6.382919e-04,5.780286e-04
9.471058e-03,2.759487e-01,6.596296e-01,7.099403e+01,6.778590e+01,1.501585e-23,8.221843e-04,4.028151e-04
6.003859e-03,4.300624e-01,8.543039e-02,7.417513e+01,7.149252e+00,2.105106e-23,1.301091e-03,5.331405e-04
3.421911e-02,4.707139e-01,7.388830e-02,4.407520e+01,2.973300e+01,2.526230e-23,2.359265e-04,5.248186e-04
2.617205e-02,5.253301e-01,7.550109e-02,6.793304e+01,1.256381e+01,2.464469e-23,2.695136e-04,6.580216e-04
1.705663e-02,3.590959e-01,7.996974e-01,4.750486e+01,1.997299e+01,2.314748e-23,6.236746e-04,4.702542e-04
1.508626e-02,5.005273e-01,2.172277e-01,6.720281e+01,5.744920e+00,3.031215e-23,2.514825e-04,4.322924e-04
7.660885e-03,2.643996e-01,5.468440e-01,3.772801e+01,1.705455e+01,1.511022e-23,2.800031e-04,4.306884e-04
7.537251e-03,3.276677e-01,7.522682e-01,4.262891e+01,3.539571e+01,2.562214e-23,9.639717e-04,4.631251e-04
8.161611e-03,4.266772e-01,2.056733e-01,3.646128e+01,1.434840e+01,2.110401e-23,1.900079e-03,4.870956e-04
8.070761e-03,3.996097e-01,1.885023e-01,3.573028e+01,5.272580e+00,1.856121e-23,1.454291e-03,2.430035e-04
1.857307e-03,5.912317e-01,7.713441e-02,1.318942e+01,8.336935e+00,1.794439e-23,1.604209e-03,5.596154e-04
5.319804e-03,4.395745e-01,6.730162e-02,2.748995e+01,4.931228e+00,1.887959e-23,1.886977e-03,3.710489e-04
1.074757e-02,2.961606e-01,1.109676e-01,8.391167e+01,1.747469e+01,2.198014e-23,1.295516e-03,3.694054e-04
1.427993e-02,4.805977e-01,2.523061e-01,3.741801e+01,5.659583e+01,2.418586e-23,1.770703e-03,4.274725e-04
2.207757e-02,3.640893e-01,1.494965e-01,4.367267e+01,2.844422e+01,1.832238e-23,1.386663e-03,3.320649e-04
2.184789e-02,4.638203e-01,3.122437e-01,4.340886e+01,3.822808e+01,2.420741e-23,2.862457e-04,4.302690e-04
2.834486e-02,5.208880e-01,1.110044e-01,4.067495e+01,1.104283e+01,3.341310e-23,2.337586e-04,4.056956e-04
6.339306e-03,3.526145e-01,1.586174e-01,4.809169e+01,3.854871e+01,2.455367e-23,2.740370e-04,5.141048e-04
1.297962e-02,3.240680e-01,5.384035e-01,4.206205e+01,8.337512e+00,2.232359e-23,7.330321e-04,4.285407e-04
1.426589e-02,4.743209e-01,1.529669e-01,3.871466e+01,1.796205e+01,1.919849e-23,5.106123e-04,4.982895e-04
8.503340e-03,3.410493e-01,4.148682e-01,5.428838e+01,1.059185e+01,2.077355e-23,5.133602e-04,4.691536e-04
2.163809e-03,3.114238e-01,6.171362e-01,4.697632e+01,3.302217e+01,1.880291e-23,1.302568e-03,3.487331e-04
5.912602e-03,2.798222e-01,4.944081e-01,3.100785e+01,1.502884e+01,2.316357e-23,5.040335e-04,4.154330e-04
6.201329e-03,3.610034e-01,7.485146e-01,5.098337e+01,1.917088e+01,2.562993e-23,2.501771e-04,5.257691e-04
9.907882e-03,4.107133e-01,5.220551e-01,4.264750e+01,1.770983e+01,2.947447e-23,4.098410e-04,3.476128e-04
1.127817e-02,3.209970e-01,2.511228e-01,3.812526e+01,2.041146e+01,1.735741e-23,2.818186e-04,3.129491e-04
6.088660e-03,2.720693e-01,1.126926e-01,6.811470e+01,3.479015e+01,1.749696e-23,3.084475e-04,5.022166e-04
9.626679e-03,1.805337e-01,1.007102e-01,5.367006e+01,6.972847e+01,2.609118e-23,3.886810e-04,3.810942e-04
3.016579e-02,4.768755e-01,3.139980e-01,4.435828e+01,3.935558e+01,3.957138e-23,1.035022e-03,4.763158e-04
4.858104e-03,3.322175e-01,1.774386e-01,3.488866e+01,7.755070e+01,1.608383e-23,1.771695e-03,4.880052e-04
5.314833e-03,3.933432e-01,2.731333e-01,5.541612e+01,1.647927e+01,1.832116e-23,1.029022e-03,5.231866e-04
8.458248e-03,3.925446e-01,2.056050e-01,7.143092e+01,4.910448e+01,1.976884e-23,7.390141e-04,6.304760e-04
1.627628e-02,4.299624e-01,4.768916e-01,6.549617e+01,5.362146e+01,3.399727e-23,1.206850e-03,4.136082e-04
1.134305e-02,4.748629e-01,1.891697e-01,7.094286e+01,1.784103e+01,2.836817e-23,1.044118e-03,4.463327e-04
7.777707e-02,4.256155e-01,1.291752e-01,5.254079e+01,6.343753e+01,2.895297e-23,7.085809e-04,3.333006e-04
2.931569e-02,5.035121e-01,7.760994e-02,6.008002e+01,2.030849e+01,3.526545e-23,8.024170e-04,3.713221e-04
6.015172e-02,4.443687e-01,8.703612e-02,6.557496e+01,2.882366e+01,3.290875e-23,4.198553e-04,3.299547e-04
