$k_{\rm{s}}$,$k_{\rm{c}}$,$h_{\rm{b}}$,$r_{\rm{b}}$,$l_{\rm{c}}$,$A$,$\omega$,$e_{\rm{v}}$
2.246648e-02,1.581390e-01,5.802470e-01,2.674359e+01,1.825099e+01,2.546801e-23,4.856138e-04,1.512776e-04
7.706724e-04,2.378551e-02,6.074847e-02,6.080635e+01,1.016507e+00,3.611086e-24,1.173783e-03,5.153953e-04
1.160393e-03,6.446422e-01,5.407274e-01,3.270366e+01,1.498557e+01,9.279165e-24,3.132108e-04,6.689701e-04
3.574278e-02,4.125191e-02,5.664600e-02,1.411535e+01,2.733299e+00,1.315684e-23,7.830362e-04,1.963684e-04
7.069711e-03,1.892541e-01,2.427757e-01,7.311272e+01,3.215933e+00,8.651063e-23,5.925976e-04,1.599550e-04
2.298331e-04,1.200383e-02,1.145538e-01,2.962647e+01,5.773269e+01,1.063111e-24,1.481512e-03,4.716497e-04
3.810193e-04,1.185747e-01,8.046161e-02,2.112067e+01,3.851853e+01,4.897395e-24,3.660550e-04,1.285858e-04
1.238122e-02,1.783479e-02,7.682589e-01,9.206428e+01,6.907116e+00,2.237937e-23,1.573416e-03,3.270696e-04
7.760488e-02,4.038726e-01,1.627155e-01,1.131099e+01,1.666502e+00,4.569465e-23,2.191447e-04,9.690429e-04
2.389466e-03,6.128686e-02,3.449329e-01,4.546355e+01,3.049895e+01,1.806681e-24,9.419506e-04,2.475893e-04
2.201416e-03,1.077082e-01,9.952015e-01,6.331655e+01,8.801161e+00,1.107814e-24,2.457181e-04,2.034404e-04
6.776407e-02,2.264805e-02,1.036393e-01,2.568306e+01,5.002697e+01,7.655535e-23,9.784345e-04,6.900009e-04
1.343445e-02,3.205515e-01,4.104113e-01,3.773041e+01,2.306574e+01,1.188339e-23,4.742571e-04,4.593352e-04
4.364832e-04,6.679102e-02,1.903356e-01,1.629698e+01,1.331706e+00,9.475088e-24,1.888463e-03,1.564917e-04
2.008769e-04,6.830775e-01,6.960290e-02,1.305916e+01,1.925765e+00,1.988561e-24,4.918216e-04,3.346604e-04
6.529384e-03,3.375117e-02,6.686551e-01,5.245145e+01,1.113097e+01,4.421355e-23,1.149358e-03,1.310073e-04
4.084829e-02,2.294990e-01,1.278272e-01,1.830938e+01,7.914184e+01,2.131179e-23,3.000011e-04,2.397564e-04
1.257891e-03,1.144366e-02,2.757467e-01,7.972867e+01,4.483385e+00,5.476490e-24,7.010851e-04,9.428136e-04
7.908576e-04,4.275387e-01,1.192095e-01,4.776857e+01,3.519566e+01,5.849429e-24,6.235154e-04,4.084121e-04
2.712180e-02,8.908269e-02,2.569517e-01,1.076531e+01,6.088331e+00,1.503129e-23,1.396176e-03,1.038805e-04
4.332533e-03,1.436461e-01,5.382772e-02,8.921044e+01,1.417017e+00,7.245372e-23,3.293784e-04,3.023651e-04
1.263746e-04,3.020488e-02,5.166944e-01,2.179675e+01,2.501706e+01,1.610931e-24,7.375446e-04,7.725587e-04
2.935636e-04,3.060108e-01,3.652237e-01,3.085113e+01,1.581164e+01,3.261425e-24,2.238015e-04,2.143856e-04
8.566721e-03,1.525871e-02,1.692437e-01,7.021214e+01,2.782108e+00,2.600459e-23,9.300627e-04,6.293090e-04
4.318371e-02,9.107376e-01,7.344141e-01,1.380185e+01,4.210762e+00,4.036591e-23,3.740834e-04,5.036345e-04
1.481535e-03,4.500001e-02,7.642013e-02,3.344702e+01,7.292200e+01,2.789484e-24,1.554596e-03,1.485023e-04
1.821774e-03,7.788707e-01,2.304420e-01,2.026729e+01,1.143192e+00,2.756349e-23,1.067657e-03,5.541950e-04
5.308568e-02,5.166707e-02,1.099059e-01,8.308125e+01,2.013706e+01,3.980804e-24,2.580643e-04,1.409633e-04
1.051545e-02,2.688548e-01,5.627964e-01,1.155760e+01,4.362673e+01,2.570316e-24,1.782015e-03,2.228257e-04
3.602958e-04,1.767743e-02,5.976795e-02,5.138026e+01,7.563640e+00,3.215473e-23,4.307324e-04,5.693220e-04
1.021056e-04,1.683536e-01,1.560315e-01,4.145091e+01,5.231239e+00,1.650555e-23,1.217988e-03,2.912424e-04
3.499874e-03,2.624952e-02,3.275514e-01,1.714960e+01,9.038959e+01,7.404828e-24,5.414882e-04,8.549007e-04
2.195103e-02,4.876913e-01,8.485149e-02,5.649657e+01,1.272743e+01,1.539708e-24,6.425331e-04,3.707270e-04
6.399298e-04,7.671758e-02,7.999618e-01,2.489722e+01,2.244432e+00,5.980006e-23,2.856549e-04,1.093150e-04
1.011245e-03,2.015923e-01,9.542830e-02,1.517920e+01,2.859061e+01,5.609621e-23,1.331257e-03,2.663071e-04
3.282923e-02,1.325476e-02,8.989164e-01,3.507991e+01,1.654431e+00,2.178695e-24,5.722153e-04,9.032083e-04
5.239812e-03,5.839676e-01,2.116116e-01,2.762036e+01,7.100294e+00,4.530227e-24,8.109279e-04,3.508989e-04
1.611816e-04,3.873804e-02,4.438525e-01,6.798914e+01,4.026907e+01,2.032381e-23,3.485619e-04,1.195506e-04
5.467483e-04,3.657822e-01,6.039776e-01,9.908642e+01,6.370335e+01,9.365165e-23,8.459394e-04,4.385623e-04
1.682515e-02,5.754003e-02,6.408697e-02,2.268718e+01,3.616981e+00,1.171586e-24,2.114871e-04,1.716843e-04
8.502889e-02,1.262605e-01,2.982224e-01,4.232547e+01,2.392432e+00,7.564667e-24,1.630386e-03,1.829535e-04
2.761630e-03,1.968647e-02,1.421124e-01,1.050949e+01,1.379750e+01,1.092512e-23,4.076010e-04,7.194313e-04
2.617306e-03,2.269278e-01,2.918868e-01,3.401418e+01,5.090143e+01,6.385670e-23,4.753307e-04,5.829251e-04
8.971576e-02,1.091399e-02,1.385636e-01,1.511860e+01,9.294637e+00,1.420783e-24,1.191016e-03,2.281500e-04
1.776392e-02,6.662182e-01,6.464363e-01,6.886948e+01,1.261088e+00,6.880770e-24,2.895463e-04,1.389181e-04
5.178511e-04,3.175943e-02,6.890813e-02,2.823447e+01,2.266465e+01,1.766414e-23,7.255038e-04,5.461550e-04
1.702444e-04,3.360903e-01,1.968062e-01,2.217168e+01,1.133990e+01,3.434354e-23,2.369220e-04,1.106756e-04
4.960978e-03,6.756328e-02,4.146997e-01,9.769714e+01,2.031175e+00,2.371641e-24,1.016076e-03,3.753415e-04
3.112790e-02,1.144689e-01,9.787237e-02,1.056208e+01,4.249825e+00,3.697220e-24,4.566197e-04,8.368334e-04
1.066521e-03,2.321590e-02,9.184282e-01,4.370653e+01,7.768933e+01,2.950837e-23,1.958282e-03,2.850876e-04
6.756129e-04,8.885744e-01,7.568409e-02,8.128554e+01,6.422944e+00,1.010229e-23,2.163071e-04,1.170240e-04
2.079126e-02,4.235919e-02,7.097428e-01,2.000543e+01,3.585378e+01,8.062873e-24,9.638134e-04,3.434833e-04
3.317079e-03,3.026446e-01,1.835281e-01,5.157891e+01,2.455621e+01,1.256944e-24,3.610377e-04,9.144498e-04
1.077316e-04,1.455560e-02,3.864641e-01,1.192141e+01,1.343482e+00,8.680002e-23,1.608699e-03,2.696218e-04
3.416172e-04,1.526311e-01,4.770035e-01,1.661005e+01,2.937894e+00,1.879954e-23,6.011786e-04,7.089936e-04
1.109061e-02,3.095551e-02,5.081338e-02,4.123867e+01,1.609143e+01,4.826167e-24,1.449852e-03,1.802993e-04
5.607167e-02,4.481048e-01,2.597346e-01,2.524774e+01,7.166908e+01,2.337284e-24,3.171426e-04,1.757864e-04
1.724773e-03,9.008134e-02,1.232185e-01,5.781819e+01,3.987193e+00,5.200356e-23,7.648472e-04,4.490415e-04
1.402972e-03,5.206045e-01,7.890855e-01,1.110253e+01,1.976645e+01,5.138538e-24,1.263247e-03,1.587956e-04
4.560157e-02,7.901191e-02,8.185219e-02,4.796057e+01,1.083848e+00,2.304962e-23,5.214437e-04,4.660969e-04
9.036786e-03,1.757341e-01,3.558430e-01,2.151836e+01,7.979477e+00,4.770266e-23,6.673201e-04,6.738993e-04
2.782880e-04,2.642843e-02,1.657694e-01,8.726950e+01,4.444171e+01,1.853483e-24,2.754567e-04,1.986928e-04
1.333704e-04,2.610986e-01,5.495588e-02,7.184381e+01,8.883810e+01,8.893584e-24,1.104643e-03,9.631693e-04
4.105305e-03,1.655837e-02,5.303155e-01,3.129006e+01,4.953402e+00,1.284619e-23,2.490263e-04,2.449325e-04
2.569407e-02,7.734494e-01,1.112983e-01,3.328070e+01,2.370153e+00,8.259016e-23,1.846414e-03,1.293968e-04
8.348185e-04,4.950145e-02,2.391489e-01,1.336559e+01,1.295241e+01,1.032771e-24,4.162483e-04,3.305459e-04
1.326956e-03,1.317686e-01,1.509282e-01,2.625061e+01,1.566671e+00,3.022597e-24,8.773500e-04,7.630616e-04
3.872198e-02,1.981636e-02,3.241029e-01,6.414466e+01,2.809393e+01,3.779685e-23,2.036533e-04,2.986477e-04
6.182940e-03,3.903296e-01,6.179832e-02,1.623404e+01,4.097224e+01,2.430019e-23,1.693354e-03,1.061233e-04
2.121282e-04,5.924021e-02,5.959772e-01,3.657923e+01,7.498536e+00,3.510002e-24,3.930669e-04,4.172293e-04
4.135141e-04,5.801086e-01,4.604599e-01,5.415581e+01,3.428496e+00,1.745906e-24,1.377437e-03,1.450368e-04
1.418075e-02,3.712726e-02,2.143733e-01,1.312629e+01,6.253527e+01,6.783707e-23,5.521987e-04,4.918812e-04
7.151394e-02,1.958167e-01,8.467172e-01,7.862122e+01,1.405623e+01,1.403931e-23,8.402125e-04,6.385737e-04
2.086027e-03,1.241836e-02,8.777624e-02,1.789105e+01,2.523431e+00,6.297524e-24,3.368317e-04,2.175416e-04
2.521126e-03,7.090270e-01,1.739556e-01,1.404309e+01,8.419520e+01,3.344045e-24,6.519207e-04,3.059871e-04
7.355167e-02,3.503834e-02,3.712712e-01,3.167474e+01,4.866589e+00,2.716249e-23,2.795863e-04,7.781417e-04
1.172706e-02,2.054029e-01,7.889287e-02,3.031955e+01,1.810149e+00,4.159841e-23,1.233445e-03,4.036606e-04
4.022652e-04,1.024063e-02,7.476703e-01,7.414201e+01,1.025467e+01,2.925178e-24,5.289819e-04,1.031131e-04
2.175952e-04,1.037641e-01,2.494610e-01,9.087464e+01,2.163226e+01,5.685713e-24,1.758687e-03,5.090590e-04
7.467362e-03,2.181569e-02,1.168317e-01,2.066419e+01,1.229628e+00,1.434198e-23,4.406663e-04,1.494178e-04
3.769784e-02,3.581648e-01,5.023677e-01,4.689458e+01,9.384209e+00,7.070352e-23,1.052861e-03,2.121149e-04
1.100236e-03,7.463821e-02,5.298585e-02,1.135474e+01,5.418090e+01,1.544852e-24,2.638106e-04,6.254067e-04
7.299398e-04,2.738794e-01,6.807240e-01,1.862981e+01,3.887452e+00,1.931818e-24,1.668345e-03,4.818323e-04
2.372001e-02,1.365470e-02,7.185509e-02,7.550434e+01,6.839973e+01,4.220971e-23,4.023515e-04,1.634084e-04
4.693623e-03,9.453385e-01,2.803128e-01,1.283432e+01,1.712697e+01,2.080867e-23,8.648483e-04,1.939543e-04
1.445135e-04,4.671611e-02,1.313858e-01,5.538892e+01,2.965997e+00,5.248899e-24,2.085737e-04,6.607463e-04
2.562822e-04,4.777023e-01,1.020184e-01,3.843545e+01,1.538350e+00,1.136516e-24,7.936544e-04,2.512341e-04
7.894296e-03,9.954948e-02,9.676064e-01,1.545040e+01,2.661072e+01,7.991916e-23,3.536341e-04,9.833090e-04
4.946052e-02,1.383864e-01,1.865389e-01,6.215839e+01,3.242029e+01,1.223934e-23,1.300242e-03,3.194369e-04
1.607897e-03,2.909475e-02,3.984471e-01,2.708986e+01,5.723618e+00,9.941589e-24,5.793578e-04,1.255851e-04
1.973400e-03,1.620948e-01,6.587306e-02,4.469920e+01,1.196501e+01,9.815213e-23,3.067259e-04,3.546802e-04
6.071165e-02,2.527016e-02,6.139610e-01,1.032731e+01,2.067447e+00,1.205324e-24,6.914698e-04,1.202881e-04
9.704449e-03,5.446198e-01,1.467149e-01,9.381957e+01,5.564485e+00,7.888181e-24,5.032323e-04,2.634878e-04
3.151383e-04,8.568436e-02,3.035967e-01,2.308779e+01,9.812922e+01,1.119558e-23,1.134466e-03,8.976105e-04
1.169345e-04,8.089565e-01,8.727261e-01,2.913775e+01,4.651035e+01,5.370457e-23,4.632367e-04,1.851461e-04
3.798783e-03,5.367051e-02,9.352321e-02,6.673347e+01,8.192834e+00,2.124871e-24,1.912153e-03,7.246327e-04
1.916132e-02,2.407492e-01,4.315529e-01,1.438897e+01,1.072296e+00,4.320048e-24,2.404650e-04,4.334624e-04
5.897622e-04,1.582713e-02,2.082985e-01,3.573808e+01,1.859091e+01,1.972168e-23,9.925935e-04,1.704165e-04
8.828186e-04,4.084773e-01,3.334540e-01,5.966687e+01,2.591086e+00,1.581073e-23,3.788076e-04,2.334942e-04
3.025240e-02,6.426573e-02,1.610849e-01,2.446597e+01,1.471154e+01,7.217836e-24,1.518598e-03,5.937773e-04
6.001420e-03,1.215668e-01,8.131852e-01,3.924779e+01,5.882033e+01,1.467449e-24,2.270892e-04,5.289879e-04
1.749294e-04,1.895194e-02,8.721623e-02,1.745280e+01,3.392194e+00,5.806103e-23,9.103757e-04,1.351295e-04
5.046332e-04,1.805168e-01,1.081852e-01,1.219281e+01,6.541314e+00,2.887183e-23,3.247939e-04,3.888864e-04
1.471486e-02,1.186746e-02,2.240561e-01,5.043157e+01,3.785146e+01,4.097741e-24,7.539212e-04,1.141469e-04
9.211528e-02,6.065264e-01,5.857474e-02,1.921243e+01,3.103431e+01,2.681746e-24,6.154015e-04,2.776636e-04
3.158018e-03,4.024008e-02,5.463993e-01,8.464266e+01,1.760069e+00,3.293225e-23,1.428488e-03,8.186574e-04
3.076723e-03,1.482588e-01,1.129878e-01,2.356516e+01,2.230731e+01,9.424003e-24,2.261770e-04,6.493368e-04
9.470825e-02,2.980419e-02,2.355863e-01,9.529297e+01,1.263530e+00,1.157765e-23,9.378224e-04,2.200959e-04
1.510504e-02,4.295313e-01,5.610644e-02,1.016979e+01,8.983782e+00,7.577900e-23,3.709882e-04,1.440023e-04
4.907597e-04,8.711463e-02,5.194583e-01,4.379060e+01,5.193373e+01,1.074761e-24,1.538269e-03,4.902899e-04
1.795654e-04,9.147091e-01,3.507502e-01,3.645780e+01,7.508775e+01,5.543445e-24,6.283421e-04,1.067674e-04
5.836658e-03,4.399271e-02,1.681706e-01,1.462265e+01,4.335823e+00,2.192383e-23,1.410153e-03,4.181062e-04
2.947479e-02,3.157541e-01,7.733902e-01,6.568092e+01,1.999099e+00,4.456620e-23,3.261138e-04,7.512436e-04
9.076573e-04,1.505232e-02,8.350854e-02,2.856051e+01,1.136156e+01,2.035936e-24,7.318790e-04,2.955192e-04
5.745220e-04,3.221367e-01,8.293914e-01,1.772378e+01,1.371162e+00,1.631084e-24,4.967446e-04,1.303653e-04
1.970266e-02,6.533366e-02,8.961499e-02,4.006634e+01,2.374910e+01,7.451350e-23,1.158257e-03,3.313340e-04
3.899096e-03,1.111984e-01,4.535953e-01,2.397117e+01,3.594465e+01,1.514692e-23,2.976963e-04,9.479850e-04
1.137319e-04,2.235384e-02,2.176250e-01,5.875054e+01,6.323677e+00,5.990466e-24,6.941369e-04,2.420261e-04
3.234558e-04,2.367401e-01,6.304965e-02,8.600818e+01,3.997474e+00,2.773666e-24,2.477685e-04,6.839113e-04
9.439044e-03,1.128568e-02,5.841290e-01,1.960141e+01,7.056452e+01,3.933843e-23,9.888188e-04,2.008565e-04
5.914512e-02,6.858648e-01,1.531125e-01,4.944118e+01,1.642339e+01,2.574812e-23,4.692766e-04,1.577958e-04
2.029125e-03,3.298632e-02,3.194611e-01,1.199840e+01,2.841407e+00,3.163229e-24,1.872835e-03,4.655038e-04
1.650617e-03,6.029051e-01,9.705919e-02,7.297005e+01,4.455555e+01,3.241119e-23,8.546473e-04,1.769002e-04
4.809831e-02,3.823524e-02,9.261546e-01,2.971995e+01,7.856082e+00,2.631549e-24,2.131844e-04,4.496134e-04
7.690704e-03,2.025834e-01,1.962820e-01,3.231150e+01,1.106188e+00,4.029472e-24,1.617406e-03,6.986148e-04
2.635088e-04,1.296546e-02,4.158312e-01,1.427165e+01,1.911627e+01,2.835506e-23,4.034480e-04,1.783571e-04
1.407921e-04,1.267765e-01,6.522623e-01,1.118193e+01,1.321996e+01,5.919363e-23,1.341234e-03,9.290965e-04
4.825908e-03,1.924090e-02,6.828874e-02,4.593974e+01,2.292292e+00,1.493770e-24,5.778009e-04,2.728594e-04
2.434990e-02,3.773193e-01,2.928570e-01,2.109219e+01,4.966220e+00,7.364908e-24,8.030887e-04,1.161547e-04
7.098644e-04,5.674432e-02,1.380998e-01,9.229854e+01,8.746662e+01,1.608090e-23,3.459691e-04,3.426665e-04
1.129350e-03,2.701014e-01,2.604400e-01,5.429926e+01,7.247559e+00,2.012335e-23,1.229878e-03,8.499983e-04
3.666337e-02,1.728670e-02,1.228889e-01,1.263011e+01,4.180355e+01,4.393828e-24,5.455457e-04,2.881058e-04
7.273984e-03,8.039046e-01,4.810224e-01,7.671975e+01,2.765076e+01,2.166340e-24,6.377542e-04,1.100078e-04
2.237558e-04,5.098200e-02,5.039172e-02,1.900767e+01,1.569747e+00,5.466831e-23,2.828931e-04,3.745540e-04
3.918634e-04,5.032160e-01,1.829117e-01,2.654293e+01,2.483516e+00,1.100916e-23,1.076224e-03,1.399163e-04
1.205892e-02,7.567776e-02,3.877441e-01,6.120165e+01,1.408321e+01,7.747062e-24,2.607210e-04,5.479279e-04
7.549696e-02,1.690896e-01,7.500463e-02,1.569083e+01,6.044061e+01,1.186243e-24,1.763856e-03,5.732626e-04
2.452041e-03,2.566256e-02,7.161478e-01,3.923568e+01,3.497966e+00,9.631410e-23,4.273036e-04,2.255020e-04
2.144671e-03,4.576140e-01,4.402532e-01,8.864002e+01,1.009043e+01,4.933707e-23,1.713370e-03,2.746726e-04
6.967442e-02,9.620978e-02,2.041751e-01,2.196328e+01,1.813767e+00,2.214024e-24,3.845216e-04,8.066732e-04
1.379133e-02,1.343565e-01,8.852812e-01,4.698567e+01,4.703870e+00,4.582607e-24,9.048153e-04,3.893817e-04
4.244715e-04,2.799877e-02,9.219159e-02,1.093318e+01,8.588233e+01,1.779326e-23,2.030625e-04,1.148701e-04
2.063002e-04,2.858839e-01,1.436990e-01,1.358265e+01,5.237161e+01,9.180016e-23,8.147259e-04,5.277300e-04
6.347027e-03,1.412761e-02,3.099863e-01,3.395093e+01,9.572673e+00,1.325440e-24,3.378191e-04,1.341257e-04
3.981213e-02,9.737593e-01,6.488467e-02,3.067018e+01,1.209965e+00,8.520075e-24,1.361292e-03,2.362979e-04
1.292807e-03,4.854829e-02,6.233348e-01,7.071066e+01,2.167606e+01,1.066168e-23,5.644479e-04,6.032878e-04
8.583773e-04,1.007355e-01,5.774141e-02,3.734212e+01,3.027876e+00,3.118191e-23,6.691440e-04,4.325530e-04
2.503058e-02,2.099241e-02,5.542660e-01,1.648609e+01,1.656302e+01,3.901983e-24,2.670488e-04,1.693884e-04
3.993007e-03,3.431248e-01,1.060423e-01,6.315956e+01,6.857250e+01,2.508239e-24,1.291182e-03,1.871062e-04
1.368893e-04,7.213985e-02,2.285706e-01,2.571972e+01,3.828279e+00,3.621473e-23,5.152983e-04,7.360325e-04
2.706720e-04,7.302944e-01,8.256093e-01,1.825328e+01,5.737823e+00,1.677254e-23,1.806411e-03,2.604297e-04
9.275578e-03,3.640984e-02,8.590868e-02,7.988960e+01,3.192540e+01,6.512406e-24,4.211995e-04,8.827317e-04
4.689031e-02,2.144198e-01,3.404685e-01,1.291699e+01,2.716517e+01,1.347944e-24,1.101686e-03,3.558315e-04
1.366725e-03,1.059610e-02,1.577716e-01,5.309228e+01,1.487657e+00,6.048963e-23,2.568792e-04,1.211524e-04
1.677327e-03,1.866370e-01,5.006316e-01,2.767610e+01,9.837451e+01,6.189154e-24,3.624267e-04,3.184035e-04
5.756015e-02,1.238244e-02,5.316656e-02,6.778086e+01,5.479831e+00,1.376474e-23,1.561329e-03,1.246893e-04
1.140299e-02,6.300517e-01,2.471976e-01,1.536467e+01,2.110561e+00,6.665156e-23,2.208412e-04,2.541841e-04
3.328133e-04,4.142052e-02,1.178974e-01,3.469796e+01,1.157134e+01,1.712256e-24,9.513806e-04,9.998825e-04
1.107704e-04,3.950577e-01,7.910041e-02,4.281660e+01,1.897776e+01,3.575502e-24,3.106191e-04,1.919225e-04
3.231551e-03,6.158818e-02,7.457342e-01,1.040133e+01,1.036971e+00,2.470142e-23,7.748119e-04,6.505129e-04
2.021906e-02,1.170357e-01,1.754060e-01,9.922794e+01,8.213097e+00,3.851266e-23,5.988878e-04,4.828450e-04
6.935752e-04,1.841316e-02,3.682222e-01,2.263091e+01,4.580157e+01,3.071614e-24,1.493873e-03,1.644002e-04
1.037288e-03,8.402772e-01,1.882385e-01,1.173173e+01,3.278858e+00,1.052339e-24,2.932997e-04,2.095980e-04
3.195104e-02,5.524087e-02,3.948270e-01,5.056421e+01,5.999849e+01,8.393026e-23,7.105333e-04,6.155472e-04
5.101252e-03,2.489275e-01,1.023674e-01,2.041118e+01,1.447604e+01,1.308580e-23,4.896662e-04,5.102726e-04
1.658391e-04,1.651520e-02,9.642747e-01,8.259400e+01,2.596195e+00,9.040352e-24,1.186241e-03,1.505362e-04
5.325146e-04,1.560422e-01,2.780074e-01,5.692825e+01,1.731970e+00,1.821075e-24,4.432730e-04,4.031469e-04
1.730403e-02,2.455001e-02,1.324799e-01,2.473800e+01,3.109687e+01,4.678284e-23,1.966259e-03,1.024638e-04
8.725551e-02,5.267604e-01,6.789692e-01,4.209726e+01,3.658778e+01,2.265317e-23,2.338829e-04,3.093193e-04
2.686623e-03,8.212085e-02,7.204491e-02,1.686854e+01,6.672511e+00,5.038082e-24,1.037452e-03,7.897024e-04
2.834627e-03,9.500135e-01,5.750331e-01,5.220731e+01,1.845572e+00,2.843917e-24,7.853194e-04,9.765545e-04
8.269791e-02,4.569678e-02,6.129719e-02,1.179202e+01,1.065715e+01,4.109021e-23,3.507075e-04,2.482534e-04
1.638995e-02,2.827543e-01,3.131101e-01,8.144685e+01,8.133258e+01,2.653417e-23,1.311092e-03,1.265255e-04
5.622102e-04,1.347732e-02,1.486389e-01,1.994481e+01,4.622488e+00,3.317118e-24,5.855067e-04,3.230919e-04
1.570104e-04,1.427528e-01,9.123873e-02,2.528465e+01,9.752843e+00,1.585425e-24,1.655527e-03,1.623800e-04
5.388205e-03,2.869310e-02,8.561702e-01,5.767286e+01,5.524300e+01,7.109674e-23,3.983638e-04,4.769110e-04
3.369833e-02,4.796516e-01,2.212439e-01,1.680337e+01,2.054790e+01,1.478096e-23,8.735054e-04,6.645604e-04
9.835097e-04,9.729356e-02,4.661913e-01,4.081288e+01,1.187860e+00,5.744769e-24,2.101886e-04,1.960667e-04
6.569158e-04,2.119987e-01,1.632568e-01,6.935596e+01,1.747237e+01,5.385240e-24,1.741255e-03,1.537870e-04
2.134700e-02,1.010478e-02,3.437775e-01,2.806988e+01,3.084216e+00,2.093029e-23,4.372810e-04,5.212909e-04
3.409687e-03,7.123316e-01,8.118750e-02,3.452538e+01,3.757549e+00,4.351392e-23,1.061011e-03,6.079833e-04
1.049825e-04,3.426426e-02,7.613465e-01,1.487903e+01,6.500814e+01,1.951336e-24,2.664516e-04,2.070222e-04
3.510067e-04,3.597266e-01,2.421286e-01,1.072717e+01,3.371139e+01,9.668129e-24,6.465263e-04,8.013316e-04
1.081216e-02,7.296747e-02,1.148666e-01,4.298864e+01,5.838853e+00,1.208642e-23,2.766498e-04,3.138739e-04
5.449692e-02,1.070680e-01,5.362296e-01,2.234189e+01,1.462023e+00,7.804854e-23,1.246537e-03,1.000732e-04
1.771621e-03,2.152062e-02,5.712309e-02,9.706893e+01,2.572065e+01,1.127681e-24,5.333954e-04,3.937406e-04
1.443281e-03,1.221305e-01,3.817172e-01,1.596741e+01,5.378493e+00,1.153827e-23,3.214842e-04,1.132032e-04
4.440277e-02,1.853304e-02,1.778226e-01,3.715095e+01,9.326269e+01,7.970116e-24,7.479193e-04,3.837313e-04
8.792723e-03,4.216063e-01,7.019306e-01,2.608180e+01,1.220641e+01,1.236980e-24,6.203400e-04,8.259434e-04
2.855308e-04,6.341362e-02,7.281107e-02,6.463711e+01,2.149870e+00,9.869805e-23,1.443195e-03,2.812343e-04
1.297136e-04,6.258339e-01,1.251177e-01,7.816297e+01,1.019084e+00,1.926548e-23,3.759901e-04,5.905357e-04
4.213925e-03,3.969467e-02,2.688443e-01,1.801742e+01,1.796892e+01,4.285262e-24,1.503916e-03,2.313033e-04
2.642116e-02,1.813060e-01,5.123056e-02,5.329762e+01,4.836297e+01,2.065842e-24,2.293062e-04,1.357944e-04
8.132154e-04,1.160209e-02,4.943715e-01,1.332357e+01,8.357859e+00,5.304845e-23,9.171977e-04,5.342961e-04
