$k_{\rm{s}}$,$k_{\rm{c}}$,$h_{\rm{b}}$,$r_{\rm{b}}$,$l_{\rm{c}}$,$A$,$\omega$,$e_{\rm{v}}$
-2.728454e+00,-1.851951e+00,-2.029906e-01,1.171486e+00,1.518916e+00,-2.277305e+01,-3.696589e+00,-3.420433e+00
-2.817499e+00,-5.980006e-01,-6.563083e-01,1.887953e+00,3.391574e-01,-2.377861e+01,-3.349979e+00,-3.993033e+00
-1.281992e+00,-1.795726e+00,-3.302712e-01,1.276341e+00,1.085469e+00,-2.218159e+01,-2.702033e+00,-3.400330e+00
-2.079576e+00,-6.575598e-02,-1.043468e+00,1.741255e+00,1.984210e+00,-2.287158e+01,-3.635327e+00,-3.098687e+00
-3.614395e+00,-1.259634e+00,-6.381775e-02,1.094429e+00,7.217923e-01,-2.321169e+01,-2.987382e+00,-3.504042e+00
-3.816781e+00,-2.686799e-01,-5.028406e-01,1.202338e+00,9.366088e-01,-2.350143e+01,-3.528103e+00,-3.213114e+00
-2.351794e+00,-1.087556e+00,-8.293051e-01,1.586469e+00,1.675656e+00,-2.241192e+01,-3.144807e+00,-3.682705e+00
-1.648465e+00,-8.009609e-01,-2.363871e-01,1.427220e+00,1.261286e+00,-2.259401e+01,-3.313709e+00,-3.820226e+00
-3.113130e+00,-1.623687e+00,-1.216465e+00,1.783949e+00,7.110400e-03,-2.344236e+01,-2.930412e+00,-3.287860e+00
-2.935395e+00,-1.906813e-01,-2.670216e-01,1.514596e+00,1.175673e+00,-2.303249e+01,-3.504163e+00,-3.174593e+00
-1.446812e+00,-1.384556e+00,-1.246831e+00,1.149692e+00,4.366872e-01,-2.288085e+01,-3.106218e+00,-3.706928e+00
-2.150598e+00,-7.229547e-01,-6.147947e-01,1.863993e+00,5.073070e-01,-2.206293e+01,-3.227240e+00,-3.796002e+00
-3.638587e+00,-1.920680e+00,-9.409903e-01,1.471680e+00,1.761422e+00,-2.397342e+01,-2.829295e+00,-3.326380e+00
-3.419053e+00,-9.260078e-01,-1.094411e+00,1.324708e+00,1.585670e+00,-2.331003e+01,-3.436454e+00,-3.890807e+00
-1.907237e+00,-1.748732e+00,-1.144924e-01,1.964091e+00,8.392967e-01,-2.265015e+01,-2.803156e+00,-3.485360e+00
-1.110111e+00,-3.937556e-01,-7.885710e-01,1.053501e+00,2.218057e-01,-2.234013e+01,-3.659269e+00,-3.013657e+00
-2.621699e+00,-1.212633e+00,-4.622654e-01,1.657663e+00,1.484285e+00,-2.374312e+01,-3.025972e+00,-3.606268e+00
-2.657298e+00,-9.677511e-01,-2.088965e-03,1.801517e+00,9.445400e-01,-2.395553e+01,-3.609563e+00,-3.691563e+00
-1.169001e+00,-1.644969e+00,-9.844757e-01,1.409647e+00,1.699204e+00,-2.211602e+01,-3.009468e+00,-3.161150e+00
-1.871780e+00,-4.941022e-01,-3.867807e-01,1.576692e+00,1.362967e+00,-2.292506e+01,-3.323986e+00,-3.337870e+00
-3.360033e+00,-1.175282e+00,-7.204800e-01,1.212107e+00,1.244084e-01,-2.302342e+01,-2.723892e+00,-3.805509e+00
-3.697070e+00,-1.655300e-01,-1.157373e+00,1.115915e+00,2.846034e-01,-2.370146e+01,-3.308192e+00,-3.475396e+00
-2.185128e+00,-1.471711e+00,-1.747978e-01,1.719758e+00,1.046533e+00,-2.235444e+01,-2.939545e+00,-3.882705e+00
-1.388826e+00,-6.392193e-01,-8.933768e-01,1.262674e+00,1.898406e+00,-2.267138e+01,-3.522877e+00,-3.620230e+00
-2.900357e+00,-1.941435e+00,-5.594898e-01,1.901615e+00,6.516061e-01,-2.326150e+01,-3.154229e+00,-3.025574e+00
-3.101902e+00,-3.690246e-01,-9.236890e-01,1.679142e+00,1.546489e+00,-2.323289e+01,-3.205153e+00,-3.388901e+00
-1.566681e+00,-1.050207e+00,-5.901485e-01,1.032027e+00,7.844983e-01,-2.282300e+01,-2.855060e+00,-3.983466e+00
-2.363258e+00,-8.427062e-01,-1.268994e+00,1.950416e+00,1.513751e-01,-2.213994e+01,-3.482305e+00,-3.519468e+00
-3.898340e+00,-1.519923e+00,-2.867662e-01,1.338392e+00,1.398236e+00,-2.379292e+01,-3.132212e+00,-3.112069e+00
-3.532298e+00,-5.142632e-01,-4.374411e-01,1.489271e+00,1.198977e+00,-2.348659e+01,-3.650137e+00,-3.668804e+00
-2.067185e+00,-1.816482e+00,-7.714874e-01,1.846412e+00,4.443740e-01,-2.258495e+01,-3.031488e+00,-3.201136e+00
-1.364680e+00,-4.060673e-02,-1.340590e-01,1.139937e+00,6.243607e-01,-2.239399e+01,-3.427032e+00,-3.297884e+00
-2.829288e+00,-1.346787e+00,-1.116792e+00,1.524357e+00,1.862859e+00,-2.355448e+01,-2.808382e+00,-3.828267e+00
-2.739505e+00,-1.085346e-01,-6.374384e-01,1.306796e+00,5.811913e-02,-2.255967e+01,-2.971568e+00,-3.256337e+00
-1.275023e+00,-1.286786e+00,-9.589791e-01,1.919503e+00,1.303996e+00,-2.340003e+01,-3.588272e+00,-3.850894e+00
-1.978172e+00,-5.704822e-01,-2.496487e-01,1.062868e+00,1.639753e+00,-2.359001e+01,-2.749089e+00,-3.652035e+00
-3.443341e+00,-1.752581e+00,-1.223532e+00,1.710796e+00,8.787308e-01,-2.249276e+01,-3.365792e+00,-3.244642e+00
-3.990950e+00,-7.737775e-01,-8.067878e-01,1.617534e+00,7.186046e-01,-2.278237e+01,-2.914357e+00,-3.535745e+00
-2.455948e+00,-1.580879e+00,-4.847206e-01,1.234254e+00,1.956118e+00,-2.313049e+01,-3.266411e+00,-3.068084e+00
-1.658545e+00,-3.118550e-01,-1.071341e+00,1.752022e+00,1.104741e+00,-2.381256e+01,-3.192104e+00,-3.430946e+00
-3.193868e+00,-1.115105e+00,-9.693073e-02,1.396151e+00,3.511064e-01,-2.222330e+01,-3.544158e+00,-3.961320e+00
-2.995144e+00,-6.955262e-01,-1.020323e+00,1.181249e+00,1.456223e+00,-2.225107e+01,-2.875738e+00,-3.574617e+00
-1.483739e+00,-1.877628e+00,-4.628068e-02,1.545058e+00,2.186486e-01,-2.366180e+01,-3.242441e+00,-3.044212e+00
-2.280684e+00,-2.336112e-01,-6.744605e-01,1.441229e+00,8.512764e-01,-2.334388e+01,-3.091018e+00,-3.454818e+00
-3.792685e+00,-1.411862e+00,-3.527613e-01,1.832440e+00,1.604972e+00,-2.269199e+01,-3.457720e+00,-3.922448e+00
-3.262213e+00,-4.367774e-01,-2.189792e-01,1.996014e+00,1.804162e+00,-2.202848e+01,-3.072661e+00,-3.357969e+00
-1.774041e+00,-1.240030e+00,-1.193230e+00,1.355781e+00,5.583462e-01,-2.393123e+01,-3.674716e+00,-3.765270e+00
-1.070433e+00,-8.987326e-01,-5.254597e-01,1.626602e+00,3.788396e-01,-2.312121e+01,-2.787709e+00,-3.737659e+00
-2.558835e+00,-1.705832e+00,-8.473680e-01,1.021581e+00,1.139801e+00,-2.296157e+01,-3.389765e+00,-3.143011e+00
-2.582146e+00,-6.441123e-01,-5.347856e-01,1.531660e+00,1.706730e+00,-2.219479e+01,-3.323004e+00,-3.234387e+00
-1.047131e+00,-1.962017e+00,-8.583509e-01,1.179512e+00,9.682324e-01,-2.384747e+01,-2.924082e+00,-3.641780e+00
-1.750461e+00,-1.763835e-01,-1.894743e-01,1.838027e+00,1.007452e-01,-2.316236e+01,-3.538282e+00,-3.857241e+00
-3.285795e+00,-1.498127e+00,-1.161730e+00,1.450780e+00,1.355349e+00,-2.275291e+01,-3.139360e+00,-3.262684e+00
-3.768927e+00,-4.735440e-01,-7.059611e-01,1.345799e+00,1.054609e+00,-2.246415e+01,-3.625395e+00,-3.955948e+00
-2.304433e+00,-1.170289e+00,-3.822663e-01,1.989882e+00,3.077474e-01,-2.362495e+01,-2.993074e+00,-3.425573e+00
-1.506850e+00,-9.413126e-01,-1.009340e+00,1.023749e+00,6.283711e-01,-2.343212e+01,-3.340445e+00,-3.077361e+00
-2.972030e+00,-1.634214e+00,-3.695481e-02,1.640546e+00,1.890361e+00,-2.253005e+01,-2.708125e+00,-3.545022e+00
-3.170302e+00,-5.130618e-02,-1.120995e+00,1.910013e+00,8.077342e-01,-2.299558e+01,-3.664929e+00,-3.931725e+00
-1.682119e+00,-1.373052e+00,-1.488990e-01,1.301148e+00,1.554535e+00,-2.309351e+01,-3.016007e+00,-3.464094e+00
-2.479244e+00,-5.190671e-01,-7.362975e-01,1.712472e+00,1.390161e+00,-2.390068e+01,-3.442447e+00,-3.038840e+00
-3.967657e+00,-1.836970e+00,-4.128909e-01,1.076328e+00,1.282319e-01,-2.206148e+01,-2.793525e+00,-3.569245e+00
-3.466460e+00,-8.163568e-01,-3.214784e-01,1.220371e+00,4.680361e-01,-2.272585e+01,-3.220996e+00,-3.149358e+00
-1.955044e+00,-1.509262e+00,-1.294022e+00,1.615305e+00,1.206595e+00,-2.331640e+01,-2.838676e+00,-3.744006e+00
-1.251256e+00,-3.486204e-01,-5.854701e-01,1.402223e+00,1.855332e+00,-2.363129e+01,-3.498745e+00,-3.755015e+00
-2.763268e+00,-1.045365e+00,-9.093242e-01,1.762064e+00,6.006672e-01,-2.228397e+01,-3.116425e+00,-3.347714e+00
-2.852951e+00,-2.834920e-01,-1.028759e-01,1.045422e+00,1.295929e+00,-2.328916e+01,-2.898512e+00,-3.799161e+00
-1.341020e+00,-1.102307e+00,-1.086970e+00,1.680884e+00,3.496836e-02,-2.263734e+01,-3.282793e+00,-3.331524e+00
-2.043986e+00,-7.551440e-01,-4.487416e-01,1.332809e+00,9.019744e-01,-2.232146e+01,-3.175666e+00,-3.171405e+00
-3.555506e+00,-1.577929e+00,-7.804956e-01,1.940862e+00,1.647791e+00,-2.373201e+01,-3.559947e+00,-3.701818e+00
-3.874940e+00,-5.831954e-01,-1.259986e+00,1.856389e+00,1.948599e+00,-2.305092e+01,-2.956778e+00,-3.016297e+00
-2.386655e+00,-1.780982e+00,-2.754657e-01,1.495406e+00,6.949035e-01,-2.289123e+01,-3.603755e+00,-3.610954e+00
-1.590167e+00,-1.115681e-01,-9.535116e-01,1.522192e+00,3.747763e-01,-2.208307e+01,-2.733671e+00,-3.888076e+00
-3.078408e+00,-1.305382e+00,-6.213315e-01,1.125988e+00,1.112351e+00,-2.398600e+01,-3.380648e+00,-3.480768e+00
-2.877143e+00,-8.801882e-01,-8.212295e-01,1.419139e+00,1.949779e-01,-2.351962e+01,-3.056827e+00,-3.117440e+00
-1.412042e+00,-1.702976e+00,-4.893171e-01,1.807160e+00,1.448612e+00,-2.242254e+01,-3.691109e+00,-3.524841e+00
-2.208805e+00,-4.085685e-01,-1.209023e+00,1.210427e+00,1.612490e+00,-2.261439e+01,-2.771252e+00,-3.974189e+00
-3.673402e+00,-1.227383e+00,-2.247704e-01,1.563235e+00,8.749765e-01,-2.345469e+01,-3.405534e+00,-3.379625e+00
-3.383510e+00,-2.364907e-01,-3.368082e-01,1.733645e+00,5.351036e-01,-2.375798e+01,-2.860928e+00,-3.838522e+00
-1.848301e+00,-1.430307e+00,-6.688293e-01,1.118142e+00,1.796125e+00,-2.216853e+01,-3.257905e+00,-3.308140e+00
-1.145609e+00,-7.081502e-01,-7.226162e-02,1.895540e+00,1.147869e+00,-2.285265e+01,-3.075611e+00,-3.194789e+00
-2.680680e+00,-1.905936e+00,-1.056623e+00,1.252636e+00,4.019914e-01,-2.320083e+01,-3.472587e+00,-3.662458e+00
-2.598405e+00,-1.493372e-01,-7.595617e-01,1.147463e+00,1.925287e+00,-2.347573e+01,-3.185805e+00,-3.514297e+00
-1.133407e+00,-1.455456e+00,-4.303087e-01,1.500713e+00,6.872247e-01,-2.256603e+01,-3.553484e+00,-3.108941e+00
-1.930811e+00,-6.873934e-01,-1.102962e+00,1.481723e+00,2.577143e-01,-2.238092e+01,-2.908880e+00,-3.393984e+00
-3.395488e+00,-1.989673e+00,-1.262898e-01,1.870064e+00,1.010922e+00,-2.353385e+01,-3.276559e+00,-3.986686e+00
-3.662351e+00,-9.839527e-01,-6.029973e-01,1.958443e+00,1.335102e+00,-2.324522e+01,-2.754811e+00,-3.293232e+00
-2.126833e+00,-1.661231e+00,-9.324394e-01,1.315218e+00,8.977375e-02,-2.284339e+01,-3.355890e+00,-3.825598e+00
-1.423684e+00,-4.459172e-01,-2.989783e-01,1.671123e+00,9.723977e-01,-2.215056e+01,-2.977629e+00,-3.673429e+00
-2.958514e+00,-1.127039e+00,-1.275840e+00,1.055177e+00,1.733846e+00,-2.381111e+01,-3.578708e+00,-3.203837e+00
-3.136713e+00,-5.624406e-01,-1.670289e-01,1.270209e+00,5.896651e-01,-2.371403e+01,-2.777714e+00,-3.317104e+00
-1.624885e+00,-1.864718e+00,-1.143542e+00,1.877972e+00,1.835054e+00,-2.237459e+01,-3.395394e+00,-3.786726e+00
-2.328492e+00,-2.441264e-02,-5.523571e-01,1.108373e+00,1.233680e+00,-2.268176e+01,-3.063060e+00,-3.712301e+00
-3.840091e+00,-1.330533e+00,-8.814514e-01,1.743423e+00,4.721707e-01,-2.327993e+01,-3.680740e+00,-3.179965e+00
-3.591282e+00,-3.208427e-01,-9.913215e-01,1.584732e+00,1.870551e-01,-2.394442e+01,-3.100369e+00,-3.599921e+00
-2.102687e+00,-1.001961e+00,-1.430125e-02,1.188940e+00,1.425057e+00,-2.209735e+01,-3.451446e+00,-3.007310e+00
-1.305741e+00,-8.589065e-01,-7.292306e-01,1.793500e+00,1.510817e+00,-2.291224e+01,-2.885976e+00,-3.495615e+00
-2.793742e+00,-1.536185e+00,-3.996293e-01,1.432807e+00,7.576706e-01,-2.300254e+01,-3.237053e+00,-3.901062e+00
-2.704785e+00,-7.902309e-01,-1.181292e+00,1.650300e+00,1.077913e+00,-2.200810e+01,-3.513250e+00,-3.450163e+00
-1.216728e+00,-1.597392e+00,-2.118592e-01,1.013987e+00,3.154344e-01,-2.391890e+01,-3.160227e+00,-3.919777e+00
-2.013029e+00,-2.639066e-01,-8.335256e-01,1.972293e+00,7.454249e-01,-2.310302e+01,-3.298232e+00,-3.579239e+00
-3.501499e+00,-1.067098e+00,-5.177030e-01,1.363382e+00,1.991798e+00,-2.295095e+01,-2.945209e+00,-3.046912e+00
-3.932057e+00,-9.207482e-02,-5.912203e-02,1.464456e+00,1.667550e+00,-2.226999e+01,-3.334197e+00,-3.732485e+00
-2.420356e+00,-1.270264e+00,-1.029081e+00,1.824344e+00,9.134342e-01,-2.367267e+01,-2.718477e+00,-3.139882e+00
-1.717575e+00,-6.184352e-01,-3.649660e-01,1.158030e+00,3.031481e-02,-2.336451e+01,-3.618948e+00,-3.363049e+00
-3.229323e+00,-1.800598e+00,-6.813139e-01,1.553131e+00,1.269301e+00,-2.270506e+01,-3.003229e+00,-3.768488e+00
-3.054129e+00,-3.888321e-01,-4.769641e-01,1.775733e+00,4.134818e-01,-2.280105e+01,-3.421581e+00,-3.631724e+00
-1.519240e+00,-1.192021e+00,-7.929452e-01,1.388562e+00,1.167658e+00,-2.314159e+01,-2.818557e+00,-3.226376e+00
-2.221746e+00,-9.151848e-01,-8.981052e-02,1.593815e+00,1.769527e+00,-2.383344e+01,-3.643804e+00,-3.276554e+00
-3.757137e+00,-1.722346e+00,-1.059403e+00,1.241865e+00,5.304807e-01,-2.223612e+01,-3.040779e+00,-3.869250e+00
-3.297024e+00,-7.434823e-01,-9.658323e-01,1.086104e+00,8.156650e-01,-2.253953e+01,-3.488392e+00,-3.410177e+00
-1.832244e+00,-1.925642e+00,-6.496432e-01,1.702702e+00,1.578083e+00,-2.338746e+01,-3.122674e+00,-3.942536e+00
-1.035668e+00,-2.171503e-01,-1.232290e+00,1.283582e+00,1.491842e+00,-2.357158e+01,-3.210841e+00,-3.556481e+00
-2.500585e+00,-1.395341e+00,-2.624898e-01,1.927589e+00,2.455297e-01,-2.248238e+01,-2.845123e+00,-3.086898e+00
-2.511912e+00,-8.289795e-01,-9.469684e-01,1.372270e+00,1.348447e+00,-2.302576e+01,-3.645552e+00,-3.187530e+00
-1.023612e+00,-1.525723e+00,-6.278499e-01,1.979061e+00,1.015856e-01,-2.293638e+01,-3.027879e+00,-3.657388e+00
-1.820878e+00,-3.670052e-01,-1.250987e+00,1.007312e+00,9.534592e-01,-2.212045e+01,-3.430640e+00,-3.841631e+00
-3.309131e+00,-1.059909e+00,-2.844493e-01,1.641381e+00,1.715449e+00,-2.396869e+01,-2.812968e+00,-3.309547e+00
-3.745777e+00,-3.871701e-02,-4.550021e-01,1.561791e+00,1.875569e+00,-2.325622e+01,-3.201804e+00,-3.971561e+00
-2.233836e+00,-1.356619e+00,-7.742500e-01,1.165026e+00,6.370715e-01,-2.265908e+01,-2.850734e+00,-3.378713e+00
-1.530549e+00,-5.006510e-01,-1.116013e-01,1.817439e+00,3.008343e-01,-2.235099e+01,-3.486631e+00,-3.124219e+00
-3.042078e+00,-1.822397e+00,-1.078269e+00,1.455766e+00,1.055438e+00,-2.369124e+01,-3.135561e+00,-3.529414e+00
-3.240693e+00,-4.919598e-01,-8.124045e-02,1.248556e+00,1.370886e-01,-2.378752e+01,-3.303867e+00,-3.884838e+00
-1.705475e+00,-1.184863e+00,-1.047619e+00,1.602780e+00,1.375647e+00,-2.212777e+01,-2.936195e+00,-3.479734e+00
-2.409036e+00,-9.539014e-01,-3.433314e-01,1.379689e+00,1.555634e+00,-2.281968e+01,-3.526227e+00,-3.023199e+00
-3.944118e+00,-1.650648e+00,-6.622913e-01,1.769012e+00,8.009697e-01,-2.322254e+01,-3.158555e+00,-3.616138e+00
-3.490185e+00,-6.257281e-01,-1.200317e+00,1.934540e+00,6.017857e-01,-2.355695e+01,-3.605954e+00,-3.165000e+00
-2.025072e+00,-1.947472e+00,-2.334913e-01,1.292287e+00,1.848586e+00,-2.240518e+01,-3.004883e+00,-3.697114e+00
-1.228081e+00,-1.637615e-01,-8.149894e-01,1.694089e+00,1.215463e+00,-2.258925e+01,-3.328571e+00,-3.801905e+00
-2.692691e+00,-1.481666e+00,-4.955821e-01,1.079123e+00,4.535334e-01,-2.349987e+01,-2.727500e+00,-3.332077e+00
-2.782354e+00,-2.197510e-01,-1.012963e+00,1.863145e+00,1.648902e+00,-2.248931e+01,-3.068213e+00,-3.752272e+00
-1.317870e+00,-1.417536e+00,-3.331651e-02,1.473048e+00,8.952060e-01,-2.357979e+01,-3.671245e+00,-3.347161e+00
-2.114034e+00,-6.933961e-01,-7.071196e-01,1.509357e+00,4.382878e-02,-2.339475e+01,-2.791181e+00,-3.155762e+00
-3.579205e+00,-1.887212e+00,-3.810830e-01,1.154474e+00,1.281403e+00,-2.254737e+01,-3.394212e+00,-3.748710e+00
-3.851422e+00,-8.969611e-01,-1.855777e-01,1.048517e+00,1.121230e+00,-2.222773e+01,-2.872496e+00,-3.031939e+00
-2.316421e+00,-1.715775e+00,-1.165651e+00,1.662189e+00,3.602699e-01,-2.382572e+01,-3.238222e+00,-3.564061e+00
-1.613503e+00,-4.232910e-01,-5.333444e-01,1.324122e+00,6.960260e-01,-2.313283e+01,-3.095236e+00,-3.934963e+00
-3.148825e+00,-1.246078e+00,-8.598071e-01,1.965195e+00,1.941842e+00,-2.279369e+01,-3.460963e+00,-3.465128e+00
-2.947171e+00,-5.684732e-01,-5.842923e-01,1.734794e+00,8.601918e-01,-2.269630e+01,-2.910138e+00,-3.070582e+00
-1.435768e+00,-1.762288e+00,-9.104872e-01,1.101407e+00,1.621213e+00,-2.335716e+01,-3.263169e+00,-3.540448e+00
-2.138228e+00,-9.479551e-02,-3.178347e-01,1.884907e+00,1.441707e+00,-2.366427e+01,-3.195347e+00,-3.958576e+00
-3.650226e+00,-1.292583e+00,-1.297641e+00,1.278929e+00,1.958296e-01,-2.226226e+01,-3.548378e+00,-3.426486e+00
-3.406865e+00,-2.982456e-01,-7.377584e-01,1.423949e+00,3.950670e-01,-2.295825e+01,-2.968097e+00,-3.854132e+00
-1.918692e+00,-1.121032e+00,-4.114548e-01,1.786763e+00,1.148702e+00,-2.311086e+01,-3.583824e+00,-3.261277e+00
-1.122071e+00,-7.718831e-01,-1.124912e+00,1.195646e+00,1.781329e+00,-2.392583e+01,-2.753537e+00,-3.241646e+00
-2.610472e+00,-1.590700e+00,-1.449974e-01,1.593681e+00,5.438156e-01,-2.201631e+01,-3.369263e+00,-3.646850e+00
-2.668639e+00,-3.395007e-01,-3.562975e-01,1.947630e+00,1.003909e+00,-2.230683e+01,-2.766149e+00,-3.561185e+00
-1.156927e+00,-1.016781e+00,-6.899973e-01,1.341697e+00,2.585814e-01,-2.365482e+01,-3.415079e+00,-3.093302e+00
-1.860394e+00,-8.717414e-01,-5.291878e-02,1.671965e+00,6.724553e-01,-2.333889e+01,-3.043440e+00,-3.409624e+00
-3.372152e+00,-1.552861e+00,-1.035309e+00,1.038746e+00,1.933904e+00,-2.274974e+01,-3.692370e+00,-3.939793e+00
-3.685500e+00,-5.438104e-01,-8.425463e-01,1.132984e+00,1.719096e+00,-2.203716e+01,-3.088988e+00,-3.277588e+00
-2.197430e+00,-1.849931e+00,-5.086575e-01,1.530852e+00,9.810332e-01,-2.387764e+01,-3.471316e+00,-3.872488e+00
-1.399985e+00,-1.154836e-02,-1.187858e+00,1.486716e+00,8.277289e-02,-2.306956e+01,-2.866049e+00,-3.626540e+00
-2.888466e+00,-1.313826e+00,-2.052786e-01,1.849485e+00,1.335980e+00,-2.297217e+01,-3.248376e+00,-3.219475e+00
-3.066322e+00,-9.968176e-01,-1.238513e+00,1.572199e+00,4.811381e-01,-2.250610e+01,-3.174480e+00,-3.363961e+00
-1.601529e+00,-1.677938e+00,-2.562818e-01,1.217118e+00,1.219140e+00,-2.340871e+01,-3.573409e+00,-3.771116e+00
-2.398700e+00,-4.645479e-01,-9.745208e-01,1.800439e+00,1.836150e+00,-2.360063e+01,-2.889012e+00,-3.727912e+00
-3.863631e+00,-1.141825e+00,-6.409796e-01,1.410266e+00,5.830036e-01,-2.244111e+01,-3.287941e+00,-3.133103e+00
-3.567557e+00,-1.365020e-01,-8.322542e-02,1.261341e+00,7.587471e-01,-2.277540e+01,-2.743183e+00,-3.584309e+00
-2.032659e+00,-1.438781e+00,-1.065963e+00,1.902490e+00,1.504136e+00,-2.318626e+01,-3.375512e+00,-3.054171e+00
-1.328917e+00,-6.687351e-01,-4.679231e-01,1.111161e+00,1.434012e+00,-2.387033e+01,-2.957942e+00,-3.448756e+00
-2.864319e+00,-1.974854e+00,-8.019713e-01,1.725031e+00,1.725028e-01,-2.221832e+01,-3.590271e+00,-3.916668e+00
-2.775382e+00,-7.290024e-01,-3.004817e-01,1.442105e+00,1.992883e+00,-2.320837e+01,-3.440780e+00,-3.497022e+00
-1.239878e+00,-1.907194e+00,-1.274361e+00,1.831107e+00,7.387672e-01,-2.286123e+01,-2.806506e+00,-3.904171e+00
-1.942981e+00,-2.006238e-01,-6.069557e-01,1.186523e+00,3.243978e-01,-2.217619e+01,-3.655920e+00,-3.594852e+00
-3.477799e+00,-1.382784e+00,-9.284958e-01,1.540304e+00,1.063384e+00,-2.376643e+01,-3.021646e+00,-3.000051e+00
-3.955576e+00,-4.033395e-01,-1.101821e+00,1.631612e+00,1.278245e+00,-2.344666e+01,-3.507772e+00,-3.716874e+00
-2.490589e+00,-1.210503e+00,-1.274159e-01,1.017089e+00,1.576644e-02,-2.260728e+01,-3.110804e+00,-3.186744e+00
-1.694239e+00,-9.316817e-01,-7.559555e-01,1.996634e+00,9.145070e-01,-2.241440e+01,-3.222655e+00,-3.316192e+00
-3.158906e+00,-1.734872e+00,-4.338901e-01,1.354702e+00,1.660880e+00,-2.351263e+01,-2.825686e+00,-3.784098e+00
-2.984101e+00,-7.557740e-02,-7.252915e-01,1.069362e+00,5.157226e-01,-2.397784e+01,-3.532688e+00,-3.678613e+00
-1.495515e+00,-1.257739e+00,-4.035931e-01,1.703843e+00,1.778140e+00,-2.207608e+01,-3.148416e+00,-3.210739e+00
-2.292323e+00,-6.039272e-01,-9.898384e-01,1.309868e+00,1.160650e+00,-2.288320e+01,-3.310100e+00,-3.292198e+00
-3.780313e+00,-1.782116e+00,-1.579924e-02,1.916949e+00,4.143373e-01,-2.304381e+01,-2.925827e+00,-3.822359e+00
-3.273668e+00,-8.067578e-01,-5.559436e-01,1.755328e+00,2.385404e-01,-2.373967e+01,-3.353329e+00,-3.394537e+00
-1.761853e+00,-1.609948e+00,-8.778500e-01,1.393365e+00,1.492717e+00,-2.232991e+01,-2.706359e+00,-3.989429e+00
-1.059207e+00,-2.783869e-01,-1.681499e-01,1.624254e+00,1.563336e+00,-2.264487e+01,-3.631002e+00,-3.509593e+00
-2.570793e+00,-1.085547e+00,-1.142397e+00,1.227077e+00,8.242893e-01,-2.329773e+01,-2.984032e+00,-3.102537e+00
-2.547504e+00,-2.227022e-02,-2.403072e-01,1.717731e+00,2.661310e-01,-2.354608e+01,-3.104954e+00,-3.010304e+00
-1.082505e+00,-1.340114e+00,-1.212559e+00,1.071588e+00,1.027641e+00,-2.238626e+01,-3.455055e+00,-3.605105e+00
-1.785422e+00,-5.485908e-01,-5.043029e-01,1.910874e+00,1.910265e+00,-2.257619e+01,-2.882367e+00,-3.897822e+00
-3.250101e+00,-1.870397e+00,-8.278676e-01,1.299830e+00,6.648758e-01,-2.347924e+01,-3.232468e+00,-3.490674e+00
-3.804072e+00,-8.454154e-01,-1.039821e+00,1.402857e+00,9.891312e-01,-2.379985e+01,-2.781064e+00,-3.789467e+00
