$k_{\rm{s}}$,$k_{\rm{c}}$,$h_{\rm{b}}$,$r_{\rm{b}}$,$l_{\rm{c}}$,$A$,$\omega$,$e_{\rm{v}}$
6.786999e-01,2.055025e-01,8.832505e-01,3.169863e-01,5.165335e-01,9.050632e-01,2.827038e-01,5.264223e-01
4.813024e-01,2.703162e-01,8.761331e-01,2.957133e-01,3.025511e-01,8.639817e-01,2.066519e-01,8.210493e-02
9.344778e-01,4.506920e-01,6.933739e-01,1.784726e-01,4.799903e-01,9.629968e-01,2.181649e-01,2.910660e-01
8.244957e-01,4.237543e-01,3.648244e-01,3.196221e-01,2.133076e-02,9.360127e-01,3.288038e-01,2.152417e-01
9.652629e-01,4.884958e-01,5.853064e-01,3.282286e-01,4.609428e-01,9.958285e-01,5.956813e-01,3.366428e-01
2.320729e-01,4.752757e-01,7.464843e-01,1.059270e-01,2.138355e-01,9.963247e-01,9.918197e-01,7.755067e-01
4.381945e-01,2.930484e-01,9.240108e-01,2.710108e-01,1.344095e-01,9.509432e-01,4.869170e-01,4.879565e-01
2.856024e-01,2.914267e-01,5.529019e-01,2.816901e-01,3.646234e-01,9.127203e-01,4.171241e-01,5.602970e-01
6.572460e-01,2.314758e-01,5.616524e-01,3.364635e-01,2.440691e-01,9.389846e-01,4.892104e-01,5.074469e-01
7.943212e-01,3.405369e-01,8.255512e-01,7.238012e-01,6.210415e-01,8.126034e-01,7.069826e-01,9.505871e-01
9.241680e-01,3.625909e-01,9.468259e-01,7.492642e-01,6.510303e-01,9.614035e-01,4.316766e-01,9.332571e-01
3.109915e-01,1.223562e-01,5.894324e-01,3.193733e-01,8.587501e-01,9.738179e-01,1.269639e-01,7.802863e-01
6.438628e-01,2.040863e-01,2.169310e-01,2.755461e-02,5.875132e-01,7.980781e-01,6.493016e-01,7.774733e-01
7.235783e-01,7.780600e-02,8.823600e-01,5.275569e-02,9.908203e-01,9.721697e-01,9.829461e-01,9.933627e-01
7.280517e-01,1.654893e-01,1.997652e-01,1.578799e-01,5.991573e-01,9.470866e-01,5.398258e-01,7.189051e-01
9.769159e-01,5.281294e-01,5.591450e-01,1.157532e-01,5.798119e-01,9.288684e-01,3.132522e-02,1.738049e-01
5.867242e-01,1.515514e-01,5.402124e-01,1.390106e-01,8.524886e-01,9.353716e-01,3.678263e-01,3.276704e-01
7.468056e-01,3.714678e-01,5.978866e-01,2.009266e-01,3.829743e-01,9.995081e-01,3.377483e-01,3.707672e-01
6.279138e-01,2.705988e-01,6.260042e-01,1.907253e-01,5.506061e-01,9.803711e-01,4.854757e-01,6.754081e-01
9.107974e-01,1.782350e-01,4.113991e-01,2.204887e-01,9.983050e-01,9.855284e-01,3.480077e-01,1.704430e-01
9.808064e-01,5.657692e-01,6.941526e-01,1.036651e-01,4.887406e-01,9.980312e-01,8.070579e-04,2.883414e-01
9.867749e-01,4.174984e-01,8.898604e-02,3.386387e-01,3.877686e-02,9.173284e-01,2.826737e-01,5.656728e-01
3.707020e-01,4.591055e-01,4.597763e-01,2.454206e-01,9.890968e-02,9.783817e-01,5.604024e-02,5.009806e-01
3.013486e-01,4.113071e-01,3.630186e-01,4.763093e-01,3.606843e-01,9.144412e-01,4.997671e-01,7.969548e-01
1.552767e-01,6.456457e-01,2.740100e-01,3.006127e-01,3.078014e-01,9.739203e-01,5.834607e-02,9.586830e-01
7.914787e-01,2.766768e-01,4.957396e-01,7.964126e-01,2.697561e-01,9.391284e-01,6.863575e-01,8.288087e-01
8.289740e-01,3.521350e-01,4.681736e-01,7.600091e-01,4.813907e-01,9.989905e-01,6.180017e-01,8.621611e-01
7.499916e-01,5.520444e-01,1.841456e-01,9.316811e-01,5.304833e-01,8.728916e-01,3.918119e-01,9.753303e-01
5.002813e-01,4.316543e-01,3.220532e-01,5.765957e-01,3.339011e-01,9.856301e-01,7.219261e-01,7.540182e-01
2.930110e-01,3.876026e-01,8.182100e-01,1.388053e-01,7.392965e-02,9.703132e-01,5.449873e-01,7.119779e-01
7.683088e-01,7.543276e-01,9.830686e-01,1.374617e-01,4.484334e-01,9.402841e-01,8.994060e-01,8.685150e-01
3.737698e-01,5.248936e-01,8.768365e-01,3.368682e-01,2.138753e-01,9.267901e-01,9.018375e-01,6.180338e-01
1.506799e-01,4.321804e-01,6.121788e-01,2.926707e-01,1.063111e-01,9.939548e-01,8.350774e-01,4.685740e-01
3.126421e-01,1.647958e-01,4.241245e-01,3.010603e-02,2.849310e-01,8.418280e-01,1.653572e-01,4.824297e-01
8.744328e-01,4.207935e-01,7.170717e-01,3.025073e-01,3.422327e-01,8.700793e-01,1.003379e-01,3.020203e-01
6.215748e-01,1.259253e-01,9.043129e-01,1.714957e-01,7.595750e-01,9.383784e-01,4.972398e-01,3.866326e-01
6.516391e-01,5.549871e-01,5.980947e-01,1.375870e-01,3.242626e-01,9.912749e-01,9.772894e-01,1.646651e-01
3.668862e-01,1.012084e-01,3.955915e-01,2.342605e-02,5.192475e-01,9.392876e-01,9.098025e-01,2.768890e-01
6.851542e-01,1.163039e-01,5.280411e-01,1.912675e-01,8.883125e-01,9.106249e-01,6.114002e-01,5.235867e-01
4.215185e-01,3.579847e-01,4.365543e-01,1.328346e-01,2.830285e-01,8.853941e-01,4.867788e-01,6.051522e-01
4.731112e-01,6.596838e-01,9.093665e-01,1.940566e-01,4.149772e-01,9.958127e-01,7.395270e-01,5.363214e-01
4.139304e-01,3.417853e-01,7.218971e-01,2.950999e-01,2.227966e-01,9.520071e-01,2.634435e-01,7.194300e-01
6.211601e-01,3.842235e-01,5.403430e-01,5.729376e-01,4.239028e-02,8.711070e-01,9.524260e-02,5.395368e-01
6.754854e-01,3.381748e-01,7.608671e-01,4.307102e-01,1.953589e-01,9.797739e-01,1.296159e-01,6.076963e-01
6.421644e-01,2.254862e-01,8.438958e-01,1.361887e-01,2.982535e-01,8.982045e-01,2.133559e-01,1.801678e-01
6.593605e-01,2.000300e-01,5.067030e-01,1.102988e-01,6.089158e-01,9.142977e-01,1.372127e-01,2.755411e-01
6.102769e-01,1.079681e-01,6.069352e-01,1.077828e-01,7.609661e-01,9.936641e-01,4.765163e-02,7.155990e-01
6.968609e-01,1.935783e-01,7.095556e-01,4.268508e-01,4.102272e-01,9.696086e-01,2.905920e-01,6.259712e-01
6.458411e-01,3.894564e-01,3.171782e-01,2.330315e-01,1.581122e-01,9.427080e-01,9.810587e-01,7.227125e-01
5.864779e-01,7.036243e-02,3.818691e-01,3.327715e-02,8.189042e-01,8.816972e-01,8.850001e-01,6.417245e-01
6.588022e-01,3.756107e-01,4.180864e-01,2.949665e-01,4.488984e-01,9.559535e-01,9.648065e-01,8.060170e-01
7.874922e-01,4.130113e-01,6.821487e-01,2.620703e-01,2.067899e-01,9.797999e-01,9.593149e-01,7.968577e-01
5.914770e-01,2.862633e-01,2.287483e-01,7.291140e-02,3.268409e-01,9.670879e-01,9.220350e-01,8.003453e-01
8.255337e-01,2.941042e-01,6.745939e-01,9.839634e-02,4.823716e-01,9.791511e-01,2.345172e-01,8.607691e-02
7.127194e-01,4.249785e-01,4.136495e-01,1.103831e-01,3.183651e-01,9.968263e-01,7.778908e-01,6.810091e-02
1.132252e-01,3.143914e-01,4.900437e-01,8.892586e-02,6.053647e-01,9.495271e-01,4.983908e-01,6.614254e-01
7.177148e-01,2.516146e-01,6.443863e-01,2.385767e-01,3.967857e-01,8.694979e-01,8.194354e-01,8.240164e-01
5.422141e-01,3.262953e-01,5.362304e-01,1.874898e-01,5.343003e-01,9.653150e-01,2.994136e-01,6.903566e-01
8.024480e-01,3.296789e-01,4.581462e-01,3.228535e-01,4.733679e-01,9.799048e-01,3.086763e-01,4.579021e-01
3.474126e-01,3.421567e-01,5.355456e-02,4.339851e-01,8.495727e-01,9.753000e-01,6.647935e-01,7.942625e-01
2.591291e-01,5.665808e-01,9.995757e-01,6.157472e-01,4.145577e-01,9.868427e-01,9.126998e-01,8.312596e-01
2.872445e-01,1.045216e-01,9.582514e-01,1.947949e-02,3.371086e-01,9.776429e-01,6.978724e-01,8.363342e-01
1.210801e-01,3.268412e-01,7.039474e-01,1.284324e-01,7.572023e-01,9.260789e-01,3.472294e-01,7.442910e-01
3.183481e-01,3.020737e-01,8.772631e-01,2.989520e-01,5.605742e-01,9.615746e-01,1.452123e-01,8.699782e-01
7.317625e-01,4.720170e-02,8.912303e-01,7.619532e-02,2.078925e-01,9.599518e-01,4.735576e-01,5.127334e-01
7.313463e-01,3.957845e-01,9.493517e-01,1.266136e-01,4.861273e-01,9.143617e-01,7.695509e-01,7.905080e-01
8.958816e-01,4.412876e-01,3.868498e-02,2.698145e-01,6.532119e-01,8.688704e-01,8.134933e-01,8.028983e-01
8.040353e-01,4.618137e-01,3.446081e-01,2.472850e-02,4.763257e-01,9.092257e-01,7.345668e-01,7.503307e-01
8.273438e-01,1.895746e-01,3.996052e-01,1.444273e-01,2.258034e-01,9.632504e-01,6.215081e-01,5.786217e-01
2.623301e-01,2.457741e-01,6.554407e-01,5.575351e-02,9.421609e-03,9.963834e-01,2.096713e-02,6.009975e-01
5.957298e-01,3.412880e-01,6.972928e-01,2.597533e-01,7.142050e-01,9.550687e-01,1.208044e-02,4.885839e-01
9.559757e-01,7.118377e-01,8.728659e-01,2.673836e-01,1.332934e-01,9.940339e-01,6.681626e-02,4.671987e-01
6.922719e-01,3.974549e-01,4.463588e-01,2.127645e-01,4.507890e-01,9.493440e-01,5.041773e-01,9.015487e-01
7.285784e-01,5.329020e-01,4.982332e-01,2.216020e-01,2.050254e-01,9.966024e-01,7.277830e-02,7.090792e-01
8.300168e-01,6.499788e-01,4.066630e-01,5.287836e-01,2.537675e-02,9.710744e-01,2.354893e-02,7.096731e-01
7.973715e-01,3.122373e-01,1.210805e-01,3.768022e-02,6.393489e-01,8.899805e-01,6.844957e-01,8.480558e-01
5.574874e-01,3.773686e-01,3.983236e-01,4.380783e-01,9.897353e-02,8.424106e-01,2.187349e-01,8.672449e-01
6.121046e-01,3.227869e-01,3.416071e-01,1.416532e-01,3.516221e-01,9.130176e-01,2.143390e-01,8.864243e-01
6.475036e-01,3.486832e-01,5.857310e-01,7.881186e-02,3.364458e-01,9.691912e-01,6.468143e-01,7.337515e-01
5.538368e-01,4.607005e-01,7.380045e-01,1.917046e-01,2.013657e-01,9.719170e-01,8.561843e-01,8.846743e-01
8.427671e-01,2.007521e-01,3.416979e-01,6.405076e-01,5.110434e-01,9.842352e-01,9.199951e-01,8.253679e-01
6.450304e-01,2.208121e-01,2.349146e-01,6.381436e-01,2.820205e-02,9.949496e-01,5.114017e-01,7.541879e-01
8.277722e-01,4.520819e-01,5.614717e-01,2.626611e-01,8.860624e-03,9.960851e-01,3.883542e-01,7.567718e-01
5.823571e-01,2.681538e-01,7.379285e-01,2.666458e-01,2.795356e-01,9.176058e-01,2.769125e-01,5.677102e-01
1.601076e-01,4.005821e-01,1.390017e-01,4.722249e-02,3.626403e-01,9.757696e-01,2.825815e-01,6.389428e-02
7.799716e-01,9.191520e-01,3.175614e-01,2.014624e-01,2.391553e-01,9.694653e-01,8.434318e-01,6.471012e-01
9.929963e-01,5.597133e-01,2.129176e-01,7.540393e-01,2.059008e-02,9.489878e-01,5.963437e-01,7.593375e-01
9.352181e-01,4.431437e-01,2.908637e-01,8.849915e-01,2.353413e-01,9.611607e-01,5.157252e-01,9.068977e-01
5.210125e-01,2.732568e-01,2.776319e-01,4.059169e-01,9.028617e-01,9.899657e-01,1.515665e-01,8.627598e-01
8.026695e-01,1.810008e-01,1.246044e-01,1.692729e-01,6.334019e-01,9.756777e-01,6.518523e-01,7.542635e-01
7.992056e-01,1.164472e-01,1.837514e-01,1.022766e-01,5.316073e-01,9.705353e-01,2.277462e-01,7.479717e-01
7.484908e-01,2.868757e-01,3.060768e-01,2.309321e-01,7.351516e-01,9.981512e-01,2.710820e-01,6.912958e-01
6.626812e-01,2.420922e-01,4.958852e-01,3.355509e-01,8.133423e-01,9.322626e-01,8.588491e-01,9.456593e-01
9.208041e-01,2.860706e-01,5.978619e-01,5.641420e-01,4.110113e-01,9.562851e-01,1.015555e-01,5.682534e-01
6.518883e-01,4.384451e-01,5.637579e-01,9.091804e-01,8.489677e-02,9.080528e-01,1.219372e-01,9.015977e-01
8.079178e-01,4.249892e-01,6.825110e-01,2.660036e-01,3.043201e-01,9.873893e-01,4.027734e-01,7.407941e-01
7.698400e-01,4.308802e-01,1.603715e-01,4.258765e-01,4.537742e-02,9.229395e-01,7.113734e-01,5.335066e-01
8.218359e-01,9.715720e-01,1.383310e-01,3.039287e-01,3.827575e-01,9.739716e-01,8.473558e-01,7.279386e-01
4.428728e-01,8.287114e-01,1.135535e-01,9.115970e-01,2.581352e-01,9.736242e-01,5.758635e-01,8.089038e-01
3.509670e-01,4.537038e-01,4.695296e-01,4.960241e-01,1.402033e-01,8.649354e-01,5.855657e-01,5.298967e-01
7.576077e-01,3.753814e-01,7.782702e-01,3.414376e-01,3.581937e-01,9.719422e-01,4.381186e-01,7.706211e-01
6.261408e-01,2.600166e-01,7.829992e-01,1.354401e-03,3.339748e-01,9.965212e-01,7.653246e-01,9.928823e-01
5.283897e-02,2.248084e-01,6.956958e-01,2.418517e-01,3.763424e-01,9.338541e-01,6.524000e-01,5.543049e-01
1.467739e-01,4.280279e-01,9.661093e-01,1.844045e-01,4.918579e-01,9.107845e-01,2.730605e-01,5.457283e-01
8.191435e-02,1.105507e-01,9.687844e-01,1.367077e-01,7.674499e-02,9.883441e-01,2.773325e-01,1.693465e-01
1.406939e-01,3.730220e-01,8.491985e-01,2.130744e-01,3.281691e-01,9.572123e-01,7.610042e-01,4.880998e-01
4.092562e-02,2.457397e-01,9.260201e-01,2.514227e-01,4.713152e-01,9.157565e-01,9.316846e-01,2.994012e-01
1.392700e-01,4.180177e-01,6.791656e-01,2.390597e-01,4.086177e-01,9.544349e-01,9.330279e-01,3.724095e-01
1.311356e-01,3.995493e-01,8.373856e-01,3.162866e-01,2.668100e-01,9.211552e-01,9.029274e-01,3.434674e-01
5.185197e-01,6.573122e-01,9.144208e-01,7.850851e-02,3.883267e-01,9.781517e-01,1.983810e-01,7.066325e-01
6.020494e-01,4.302036e-01,7.163917e-01,1.003328e-01,1.148885e-01,9.510569e-01,3.637835e-01,7.584183e-01
6.818403e-01,1.732439e-01,4.324462e-01,1.049505e-02,5.226929e-01,9.149097e-01,3.209004e-01,7.879875e-01
8.543514e-01,5.261015e-01,7.326373e-01,1.697210e-01,7.745802e-01,9.697463e-01,4.659027e-01,7.367684e-01
6.665076e-01,2.678145e-01,4.644328e-01,5.660803e-01,5.815348e-01,8.841067e-01,2.008769e-01,9.337403e-01
6.193352e-01,4.956134e-02,7.730240e-01,1.897558e-03,7.124579e-01,9.630746e-01,7.842816e-02,6.187686e-01
7.561950e-01,3.425271e-01,7.830948e-01,1.123534e-01,6.986721e-01,9.976096e-01,6.931606e-01,6.433873e-01
9.352816e-01,2.937490e-01,8.033838e-01,2.836192e-01,7.413845e-01,8.475131e-01,6.307715e-02,3.358691e-01
6.294433e-01,1.926794e-01,4.790178e-01,8.806634e-02,8.764640e-01,9.064446e-01,3.740110e-01,4.103972e-01
6.308395e-01,1.949111e-01,7.644704e-01,8.111695e-02,1.561164e-01,8.428155e-01,8.104402e-01,2.687165e-01
8.593700e-01,3.258818e-01,5.469770e-01,2.036358e-01,2.876039e-01,8.885788e-01,6.900533e-01,1.119952e-01
8.433372e-01,1.250193e-01,5.707868e-01,5.219429e-01,3.544178e-01,9.367305e-01,5.215663e-01,3.842506e-01
7.802113e-01,3.917750e-01,4.567755e-01,3.039150e-01,3.800825e-01,9.723412e-01,7.663066e-01,8.332779e-01
9.988741e-01,5.539526e-01,3.054769e-01,1.355926e-01,1.069825e-01,9.602818e-01,4.715741e-01,5.715950e-01
6.539218e-01,4.415534e-01,2.022220e-01,9.134507e-02,2.968695e-01,9.612092e-01,4.762074e-01,6.463183e-01
8.514298e-01,3.803130e-01,4.234715e-01,7.078178e-02,4.072871e-01,9.735540e-01,9.065455e-01,5.694884e-01
1.741739e-01,3.878894e-01,7.942580e-01,7.327988e-02,4.355192e-01,9.536507e-01,5.356799e-01,6.164844e-01
2.352567e-01,1.748020e-01,9.093203e-01,3.112145e-01,1.951786e-01,9.200865e-01,7.949921e-01,5.389682e-01
7.502095e-01,4.407530e-01,9.745609e-01,3.400073e-01,4.837178e-02,9.284478e-01,8.017064e-01,2.747212e-01
6.405453e-01,6.559788e-01,9.402308e-01,2.528182e-01,1.455221e-03,9.355385e-01,2.128034e-01,1.934788e-01
8.044362e-01,1.433710e-01,6.430607e-01,7.138688e-01,2.400250e-01,9.897731e-01,2.346433e-01,5.026003e-01
5.499942e-01,2.341515e-01,8.605422e-01,2.547262e-01,9.348607e-02,9.452196e-01,5.474804e-01,4.483879e-01
2.174744e-01,3.988731e-01,6.781300e-01,4.831485e-01,1.269634e-01,8.687207e-01,1.238012e-01,6.876280e-01
2.109817e-01,4.997918e-01,5.920082e-01,6.898956e-03,4.197174e-01,8.595983e-01,1.846122e-01,8.745909e-01
1.315512e-01,5.736934e-01,3.036779e-01,1.459345e-01,1.337568e-02,9.707098e-01,5.392248e-01,3.940083e-01
4.513189e-01,6.587031e-01,8.458013e-01,2.646304e-01,1.070605e-01,9.515153e-01,8.427847e-01,8.612941e-01
6.197236e-02,3.795544e-01,6.740825e-01,1.415062e-01,2.746467e-01,8.741506e-01,8.296359e-01,3.465139e-01
2.004666e-01,4.121533e-01,6.267986e-01,2.936902e-01,5.628170e-01,9.332498e-01,6.134908e-01,4.154191e-01
2.630651e-01,3.370514e-01,6.462602e-01,2.618179e-01,5.600568e-01,9.259606e-01,2.171901e-01,7.070749e-01
5.042599e-01,1.654281e-01,7.500281e-01,1.187544e-01,8.276276e-01,9.340613e-01,3.417184e-01,5.171757e-01
6.252391e-01,2.689267e-01,5.941217e-01,1.269831e-01,5.661096e-01,8.199898e-01,4.670586e-01,6.897605e-01
3.008230e-01,2.724967e-01,9.119721e-01,5.548723e-02,7.239741e-01,8.346962e-01,1.253417e-01,9.430434e-01
4.977200e-01,5.396766e-02,9.646459e-01,4.281729e-01,9.071371e-01,9.467949e-01,4.497191e-01,7.423602e-01
6.637919e-01,2.797515e-02,7.130133e-01,4.169423e-01,4.220599e-01,8.888369e-01,6.038860e-01,5.064018e-01
4.965150e-01,1.699586e-01,8.397289e-01,4.980458e-01,7.973862e-01,9.222137e-01,8.542409e-01,2.283720e-01
6.579400e-01,3.684343e-01,7.470137e-01,3.791173e-01,2.527004e-01,8.322054e-01,5.507727e-01,9.625131e-01
4.253663e-01,3.655760e-01,9.217487e-01,2.465132e-01,3.172981e-01,9.658066e-01,3.251377e-01,4.288549e-01
5.895939e-01,2.039580e-01,7.010071e-01,7.282079e-02,6.511893e-01,9.524931e-01,8.473052e-01,6.952504e-01
6.446131e-01,1.771026e-01,5.796928e-01,1.159806e-01,8.216178e-01,8.732802e-01,3.813388e-01,9.083805e-01
5.878477e-01,3.130184e-01,3.580566e-01,2.908192e-01,4.252978e-01,9.803200e-01,6.584094e-01,8.124535e-01
5.651235e-01,3.522513e-01,2.225794e-01,4.264474e-03,2.510905e-01,9.620349e-01,6.275260e-01,5.677143e-01
9.507971e-01,5.243714e-01,2.993426e-01,2.440080e-01,5.277202e-01,9.509520e-01,5.949825e-01,5.052933e-01
6.662387e-01,2.337427e-01,6.737335e-01,3.327818e-01,3.361211e-01,9.310342e-01,9.445414e-01,5.592605e-01
4.661398e-01,4.385387e-01,5.294423e-01,2.797117e-01,1.800981e-01,8.567018e-01,8.954533e-01,9.110139e-01
3.535625e-01,7.445167e-01,7.568780e-01,4.382589e-02,4.173850e-01,9.235938e-01,5.630780e-01,7.858747e-01
5.329734e-01,3.811870e-01,3.084343e-01,1.809273e-01,6.868724e-01,8.627103e-01,5.389657e-01,9.905149e-01
7.212380e-01,2.926198e-01,6.168637e-01,2.068803e-01,7.160536e-01,9.947224e-01,9.759237e-01,7.182905e-01
5.174534e-01,3.478878e-01,9.818304e-01,6.352545e-02,7.703528e-01,9.932098e-01,5.559675e-01,6.967601e-01
4.743123e-01,2.672362e-01,9.165496e-01,1.077206e-01,7.215416e-01,9.296323e-01,1.367599e-01,8.800146e-01
7.319208e-01,1.424101e-01,9.340456e-01,3.564570e-01,9.619900e-01,9.633815e-01,1.410968e-01,9.727301e-01
